Entrez	Gene Symbol	P-value	Beta
8379	MAD1L1	9.000000000000001e-29	1.08546
5045	FURIN	6e-25	1.08307
10198	MPHOSPH9	7.000000000000001e-24	1.08654
64116	SLC39A8	3e-23	0.85095
3697	ITIH1	6e-21	1.07058
7444	VRK2	6e-21	0.93156
9162	DGKI	4e-20	1.0738
203062	TSNARE1	9e-20	1.07101
55626	AMBRA1	5e-19	0.91549
9628	RGS6	7e-19	1.06663
57688	ZSWIM6	8e-19	0.93454
783	CACNB2	1e-17	1.1086
389084	SNORC	1e-17	0.93146
26051	PPP1R16B	1e-16	0.94167
1143	CHRNB4	1e-16	0.93025
488	ATP2A2	2e-16	0.93604
26251	KCNG2	5e-16	0.93763
9344	TAOK2	5e-16	1.06152
22864	R3HDM2	4e-15	1.12727
23368	PPP1R13B	5e-15	0.94111
8911	CACNA1I	6e-15	0.93435
83943	IMMP2L	8e-15	1.05971
10274	STAG1	1e-14	1.06078
3661	IRF3	2e-14	1.06216
91752	ZNF804A	2e-14	1.05876
9839	ZEB2	3e-14	0.94346
64219	PJA1	4e-14	0.93819
2823	GPM6A	4e-14	0.93016
4978	OPCML	5e-14	1.05633
1316	KLF6	5e-14	0.94469
665	BNIP3L	5e-14	0.93202
4665	NAB2	8e-14	0.94233
6733	SRPK2	9e-14	1.05728
6925	TCF4	1e-13	0.94544
9472	AKAP6	1e-13	0.9463
26010	SPATS2L	1e-13	1.11483
90952	ESAM	4e-13	1.06481
55206	SBNO1	5e-13	0.90059
10000	AKT3	6e-13	0.91962
55964	SEPTIN3	8e-13	0.94677
25797	QPCT	1e-12	1.06003
9651	PLCH2	2e-12	0.93482
23113	CUL9	3e-12	1.06247
22905	EPN2	3e-12	1.07745
51678	PALS2	5e-12	0.91888
152330	CNTN4	8e-12	0.92635
57476	GRAMD1B	8e-12	0.94772
4750	NEK1	9e-12	1.05211
4325	MMP16	1e-11	1.05961
84978	FRMD5	1e-11	1.05982
2903	GRIN2A	1e-11	0.94356
56924	PAK6	2e-11	0.94242
9420	CYP7B1	2e-11	0.95266
55068	ENOX1	2e-11	1.05369
284058	KANSL1	3e-11	1.05422
83857	TMTC1	4e-11	1.0539
1806	DPYD	4e-11	0.94705
23293	SMG6	4e-11	0.95018
9892	SNAP91	7e-11	1.04917
9779	TBC1D5	7e-11	0.94961
23228	PLCL2	7e-11	0.95199
4124	MAN2A1	8e-11	0.94073
55215	FANCI	8e-11	1.0497
776	CACNA1D	1e-10	1.05274
473	RERE	1e-10	1.05411
3745	KCNB1	1e-10	0.93866
10336	PCGF3	1e-10	0.95266
124540	MSI2	1e-10	0.94233
11141	IL1RAPL1	1e-10	1.04352
89944	GLB1L2	1e-10	1.05517
8452	CUL3	2e-10	1.05138
64919	BCL11B	2e-10	1.05612
2309	FOXO3	2e-10	1.0519
11311	VPS45	2e-10	0.93501
1500	CTNND1	3e-10	0.95009
22877	MLXIP	3e-10	0.95476
7223	TRPC4	3e-10	1.04854
2175	FANCA	3e-10	1.05253
94030	LRRC4B	4e-10	0.95151
26523	AGO1	4e-10	1.07347
5142	PDE4B	4e-10	0.95504
257194	NEGR1	5e-10	1.04823
56987	BBX	5e-10	0.94971
57502	NLGN4X	6e-10	1.03977
83698	CALN1	6e-10	1.04833
22986	SORCS3	6e-10	1.0497
55552	ZNF823	6e-10	0.8996
339416	ANKRD45	6e-10	1.06855
11275	KLHL2	6e-10	0.93016
4238	MFAP3	6e-10	0.95047
6671	SP4	7e-10	1.0539
5243	ABCB1	8e-10	1.04624
9093	DNAJA3	9e-10	1.04991
10529	NEBL	1e-09	0.94045
7531	YWHAE	1e-09	1.04697
3658	IREB2	1e-09	1.0662
41	ASIC1	1e-09	0.95418
1946	EFNA5	1e-09	1.05601
346007	EYS	1e-09	0.95504
8120	AP3B2	1e-09	1.04645
9568	GABBR2	1e-09	0.94582
9254	CACNA2D2	2e-09	1.05306
1630	DCC	2e-09	0.95361
2911	GRM1	2e-09	0.95609
343578	ARHGAP40	2e-09	0.95562
59341	TRPV4	2e-09	0.8781
60412	EXOC4	3e-09	1.07681
6314	ATXN7	3e-09	0.95514
9671	WSCD2	3e-09	0.95171
