Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
51085	MLXIPL	ENSG00000009950	1.76e-67
9031	BAZ1B	ENSG00000009954	1.61e-55
338	APOB	ENSG00000084674	2.82e-41
23460	ABCA6	ENSG00000154262	3.67e-39
587	BCAT2	ENSG00000105552	1.5600000000000002e-37
4023	LPL	ENSG00000175445	1.7e-37
255738	PCSK9	ENSG00000169174	1.63e-33
8882	ZPR1	ENSG00000109917	3.8e-33
84811	BUD13	ENSG00000137656	1.67e-32
116519	APOA5	ENSG00000110243	3.02e-32
23624	CBLC	ENSG00000142273	1.14e-31
23461	ABCA5	ENSG00000154265	2.07e-25
337	APOA4	ENSG00000110244	2.15e-25
3949	LDLR	ENSG00000130164	9.7e-25
4018	LPA	ENSG00000198670	1.04e-24
350	APOH	ENSG00000091583	6.45e-24
221037	JMJD1C	ENSG00000171988	4.97e-22
5817	PVR	ENSG00000073008	1.6100000000000001e-21
5049	PAFAH1B2	ENSG00000168092	2.03e-19
11321	GPN1	ENSG00000198522	2.66e-19
84226	C2orf16	ENSG00000221843	4e-19
9709	HERPUD1	ENSG00000051108	6.47e-19
146894	CD300LG	ENSG00000161649	9.75e-18
1071	CETP	ENSG00000087237	7.33e-16
78992	YIPF2	ENSG00000130733	2.88e-15
26160	IFT172	ENSG00000138002	3.4e-15
8890	EIF2B4	ENSG00000115211	4.71e-15
169436	STKLD1	ENSG00000281245	5.3e-15
6580	SLC22A1	ENSG00000175003	5.47e-15
64241	ABCG8	ENSG00000143921	7.82e-15
6559	SLC12A3	ENSG00000070915	1.07e-14
64240	ABCG5	ENSG00000138075	6.43e-14
84166	NLRC5	ENSG00000140853	6.71e-14
9919	SEC16A	ENSG00000148396	8.45e-14
51129	ANGPTL4	ENSG00000167772	7.68e-13
343263	MYBPHL	ENSG00000221986	3.22e-12
23387	SIK3	ENSG00000160584	4.14e-12
19	ABCA1	ENSG00000165029	4.4e-12
728780	ANKDD1B	ENSG00000189045	1.5e-11
10087	CERT1	ENSG00000113163	2.34e-11
94137	RP1L1	ENSG00000183638	2.87e-11
23203	PMPCA	ENSG00000165688	5.51e-11
84277	DNAJC30	ENSG00000176410	6.69e-11
23173	METAP1	ENSG00000164024	1.57e-10
125	ADH1B	ENSG00000196616	1.88e-10
1952	CELSR2	ENSG00000143126	1.98e-10
83650	SLC35G5	ENSG00000285084	5.35e-10
256006	ANKRD31	ENSG00000145700	1.07e-09
85363	TRIM5	ENSG00000132256	1.82e-09
10072	DPP3	ENSG00000254986	2.61e-09
6621	SNAPC4	ENSG00000165684	5.96e-09
29989	OBP2B	ENSG00000280584	7.8e-09
5729	PTGDR	ENSG00000168229	5.47e-07
