Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.5178
255738	PCSK9	6e-208	0.4479
9415	FADS2	2e-53	0.0632
23383	MAU2	3e-45	0.1155
64241	ABCG8	2e-40	0.0603
85440	DOCK7	1.0000000000000001e-29	0.0469
8882	ZPR1	3e-26	0.0602
23460	ABCA6	2e-22	0.1648
9785	DHX38	3e-22	0.0474
29881	NPC1L1	3e-20	0.0498
3482	IGF2R	3e-19	0.0707
126695	KDF1	6e-17	0.107
1071	CETP	2e-16	0.038
55219	MACO1	3e-15	0.0319
19	ABCA1	3e-15	0.0365
84310	C7orf50	8e-15	0.0435
350	APOH	5e-14	0.1049
6484	ST3GAL4	5e-14	0.0517
5265	SERPINA1	6e-14	0.1138
144108	SPTY2D1	8e-14	0.032
85363	TRIM5	8e-14	0.0547
28983	TMPRSS11E	1e-13	0.0368
7227	TRPS1	5e-13	0.0318
675	BRCA2	9e-13	0.0343
9388	LIPG	2e-12	0.1391
2646	GCKR	3e-12	0.0287
23301	EHBP1	7e-10	0.0262
8647	ABCB11	8e-10	0.0252
57523	NYNRIN	1e-09	0.0243
29941	PKN3	1e-09	0.0383
388323	GLTPD2	2e-09	0.1133
84875	PARP10	2e-09	0.026
