Entrez	Gene Symbol	P-value	Beta
203068	TUBB	3e-10	1.92
80352	RNF39	7e-09	1.84
3135	HLA-G	8e-09	1.83
80737	VWA7	3e-08	1.78
7148	TNXB	4e-08	1.77
8859	STK19	4e-08	1.78
54715	RBFOX1	2e-07	1.87
145581	LRFN5	3e-07	3.57
4921	DDR2	4e-07	1.82
817	CAMK2D	7e-07	3.95
83894	TTC29	8e-07	3.42
91875	TTC5	1e-06	2.12
387890	TMEM233	2e-06	2.73
9770	RASSF2	2e-06	3.71
9378	NRXN1	2e-06	1.48
222255	ATXN7L1	2e-06	1.3333333
60412	EXOC4	3e-06	2.66
1787	TRDMT1	4e-06	1.86
83857	TMTC1	4e-06	2.65
7011	TEP1	4e-06	2.22
57732	ZFYVE28	6e-06	2.25
7840	ALMS1	7e-06	1.79
127933	UHMK1	9e-06	1.7
