Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	1e-200	0.216924
8854	ALDH1A2	1e-200	0.178501
2646	GCKR	2e-109	0.105328
85440	DOCK7	1e-57	0.077805
51129	ANGPTL4	2e-46	0.237001
7158	TP53BP1	2e-38	0.19113
4023	LPL	2e-22	0.171645
22837	COBLL1	2e-17	0.040314
57794	SUGP1	1e-16	0.07261
4299	AFF1	2e-16	0.0388097
2590	GALNT2	2e-14	0.0363143
3482	IGF2R	3e-13	0.0645207
10452	TOMM40	4e-13	0.0344391
10726	NUDC	1e-11	0.0598896
3990	LIPC	4e-11	0.114628
284359	IZUMO1	4e-11	0.0308752
9415	FADS2	9e-11	0.0314056
6804	STX1A	1e-10	0.0687818
84870	RSPO3	1e-10	0.0301927
2186	BPTF	2e-10	0.0377522
22864	R3HDM2	3e-10	0.0343028
3083	HGFAC	3e-10	0.0301846
