Entrez	Gene Symbol	P-value	Beta
7053	TGM3	1e-223	
841	CASP8	1e-197	
55920	RCC2	2e-195	
54796	BNC2	4e-173	
26166	RGS22	1e-137	
3852	KRT5	8e-137	
22839	DLGAP4	1e-102	
2622	GAS8	5e-97	
4026	LPP	1e-85	
196	AHR	7e-71	
60468	BACH2	3e-65	
1545	CYP1B1	8e-62	
27086	FOXP1	2e-58	
8635	RNASET2	9e-54	
64759	TNS3	5e-46	
7227	TRPS1	9e-41	
30008	EFEMP2	5.0000000000000005e-39	
7157	TP53	3e-38	
388662	SLC6A17	1e-31	
149095	DCST1	2e-31	
23189	KANK1	9e-30	
58506	SCAF1	2.0000000000000002e-29	
23250	ATP11A	4.0000000000000003e-29	
122953	JDP2	3e-28	
3034	HAL	4e-27	
9156	EXO1	9.999999999999999e-27	
3559	IL2RA	3e-26	
133522	PPARGC1B	4.0000000000000004e-23	
56623	INPP5E	1e-17	
5879	RAC1	5e-15	
57666	FBRSL1	2e-13	
4948	OCA2	1e-11	
9415	FADS2	2e-11	
1152	CKB	5e-11	
219931	TPCN2	2e-08	
84059	ADGRV1	1e-07	
