Entrez	Gene Symbol	P-value	Beta
5819	NECTIN2	1e-200	0.449088
4059	BCAM	1e-200	0.444656
1952	CELSR2	9e-91	0.114022
255738	PCSK9	5.0000000000000005e-68	0.313025
746	TMEM258	6e-32	0.0578179
53345	TM6SF2	5e-27	0.096297
28	ABO	8e-27	0.0652854
8854	ALDH1A2	6e-26	0.0520523
64241	ABCG8	3e-21	0.0475729
2646	GCKR	5e-16	0.0392706
23460	ABCA6	7e-16	0.12774
3250	HPR	9e-14	0.0450692
6484	ST3GAL4	3e-13	0.0557602
19	ABCA1	1e-11	0.0360633
3482	IGF2R	2e-11	0.0326097
432	ASGR1	1e-10	0.0386579
6597	SMARCA4	1e-10	0.145958
3117	HLA-DQA1	4e-10	0.0437732
