Entrez	Gene Symbol	P-value	Beta
4023	LPL	1e-200	0.230385
8882	ZPR1	1e-200	0.224125
8854	ALDH1A2	3e-90	0.0953169
51129	ANGPTL4	1e-78	0.303606
51085	MLXIPL	2e-62	0.112151
9415	FADS2	2e-48	0.0692251
85440	DOCK7	5e-38	0.0611742
4018	LPA	5e-34	0.101712
146894	CD300LG	1e-31	0.15081
2590	GALNT2	3e-25	0.0481667
22837	COBLL1	7.9999999999999985e-25	0.0477047
80790	CMIP	6e-17	0.0412411
5340	PLG	1e-16	0.0736351
8289	ARID1A	7e-16	0.122383
4299	AFF1	2e-15	0.0369828
84870	RSPO3	3e-15	0.0360545
84166	NLRC5	1e-14	0.102587
144347	RFLNA	2e-13	0.0342511
5819	NECTIN2	1e-12	0.0598027
221037	JMJD1C	1e-12	0.0320509
3626	INHBC	1e-11	0.0357382
6804	STX1A	3e-11	0.069542
80212	CCDC92	9e-11	0.0311089
10351	ABCA8	7e-10	0.0587297
5331	PLCB3	7e-10	0.049425
