Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.5791
3949	LDLR	2e-188	0.1891
255738	PCSK9	3e-184	0.4214
53345	TM6SF2	5e-40	0.1036
64241	ABCG8	7e-39	0.0591
9415	FADS2	1.0000000000000001e-29	0.0465
8882	ZPR1	2.0000000000000002e-29	0.0642
3250	HPR	3e-29	0.0548
8854	ALDH1A2	9.000000000000001e-29	0.0454
5265	SERPINA1	9.999999999999999e-29	0.1683
19	ABCA1	5e-27	0.0508
2646	GCKR	3.9999999999999996e-26	0.044
8701	DNAH11	3e-20	0.0444
23461	ABCA5	5e-20	0.145
126695	KDF1	3e-19	0.1149
85440	DOCK7	7e-19	0.0374
29881	NPC1L1	4e-18	0.0471
3482	IGF2R	6e-17	0.0651
55219	MACO1	5e-16	0.033
6484	ST3GAL4	1e-13	0.0406
57523	NYNRIN	1e-12	0.0284
144108	SPTY2D1	2e-12	0.0303
85363	TRIM5	5e-12	0.0508
7629	ZNF76	1e-11	0.0359
675	BRCA2	2e-11	0.0277
350	APOH	3e-11	0.0932
7227	TRPS1	3e-11	0.0293
5468	PPARG	3e-11	0.0271
1742	DLG4	2e-10	0.2356
54520	CCDC93	5e-10	0.0484
160897	GPR180	6e-10	0.0294
9103	FCGR2C	8e-10	0.0264
28983	TMPRSS11E	1e-09	0.0308
54899	PXK	2e-09	0.0435
