Entrez	Gene Symbol	P-value	Beta
249	ALPL	0.0	0.751
2524	FUT2	0.0	0.1186
2822	GPLD1	0.0	0.1118
221037	JMJD1C	3e-310	0.088
6484	ST3GAL4	2e-223	0.0649
283358	B4GALNT3	5e-152	0.0545
6927	HNF1A	8.000000000000001e-126	0.0487
4982	TNFRSF11B	6e-113	0.0463
2646	GCKR	2e-99	0.043
26090	ABHD12	5e-95	0.0486
79143	MBOAT7	4e-92	0.0429
1548	CYP2A6	1e-89	0.0472
9785	DHX38	1e-69	0.0531
8792	TNFRSF11A	3e-65	0.0398
127	ADH4	2e-64	0.0431
85363	TRIM5	1e-62	0.0672
5309	PITX3	2e-58	0.0743
8647	ABCB11	3e-58	0.0996
23187	PHLDB1	9.999999999999999e-55	0.0375
8854	ALDH1A2	2.9999999999999995e-54	0.0371
5265	SERPINA1	7e-51	0.1238
57589	RIC1	5e-46	0.0369
6311	ATXN2	4.000000000000001e-45	0.0344
57678	GPAM	2e-44	0.0322
93210	PGAP3	2e-43	0.0347
57523	NYNRIN	8e-41	0.0301
168850	ZNF800	7e-38	0.109
64757	MTARC1	4.0000000000000006e-34	0.0276
85415	RHPN2	6e-33	0.0573
56623	INPP5E	3.9999999999999997e-32	0.0274
79658	ARHGAP10	1e-31	0.0283
51085	MLXIPL	4e-31	0.0354
6507	SLC1A3	3e-30	0.0287
121340	SP7	6e-30	0.0281
6764	DENND2B	6e-29	0.0281
84231	TRAF7	9.999999999999999e-27	0.0494
9628	RGS6	3.9999999999999996e-26	0.022
57102	FERRY3	3.9999999999999996e-26	0.0402
57404	CYP20A1	7.000000000000001e-24	0.0209
80267	EDEM3	3e-23	0.0841
1284	COL4A2	6e-23	0.021
10466	COG5	1e-22	0.0257
353500	BMP8A	4e-22	0.0196
9231	DLG5	6e-22	0.0205
6711	SPTBN1	2e-21	0.0207
54920	DUS2	6e-21	0.0344
80833	APOL3	4e-20	0.0279
55062	WIPI1	6e-20	0.021
54471	MIEF1	1e-19	0.0223
5468	PPARG	2e-19	0.1269
55132	LARP1B	4e-19	0.0189
53904	MYO3A	6e-19	0.0405
6567	SLC16A2	8e-19	0.0171
7158	TP53BP1	8e-19	0.0666
124739	USP43	1e-18	0.0241
25953	PNKD	3e-18	0.0177
1879	EBF1	5e-18	0.0176
114548	NLRP3	6e-18	0.0178
55553	SOX6	8e-18	0.0175
152485	ZNF827	1e-17	0.021
91828	EXOC3L4	2e-17	0.0174
10499	NCOA2	3e-17	0.0213
57337	SENP7	4e-17	0.018
7979	SEM1	4e-17	0.0172
51061	TXNDC11	5e-17	0.0172
253558	LCLAT1	5e-17	0.0191
4430	MYO1B	1e-16	0.0177
57710	KIAA1614	2e-16	0.0174
56900	TMEM167B	2e-16	0.0246
26137	ZBTB20	3e-16	0.0224
94056	SYAP1	3e-16	0.0145
4137	MAPT	4e-16	0.0167
79071	ELOVL6	8e-16	0.0172
4240	MFGE8	9e-16	0.0189
4902	NRTN	1e-15	0.0378
79890	RIN3	1e-15	0.0235
8939	FUBP3	1e-15	0.0195
7205	TRIP6	2e-15	0.0234
93550	ZFAND4	3e-15	0.0206
6197	RPS6KA3	4e-15	0.019
84062	DTNBP1	4e-15	0.0208
57178	ZMIZ1	5e-15	0.019
84243	ZDHHC18	7e-15	0.0605
150159	SLC9B1	1e-14	0.0155
92949	ADAMTSL1	2e-14	0.0171
130399	ACVR1C	2e-14	0.0243
3672	ITGA1	3e-14	0.0445
4772	NFATC1	3e-14	0.0161
3626	INHBC	4e-14	0.0192
11079	RER1	4e-14	0.0154
57700	FHIP2A	5e-14	0.0192
84133	ZNRF3	7e-14	0.0153
64710	NUCKS1	8e-14	0.0192
9648	GCC2	8e-14	0.0221
346673	STRA8	9e-14	0.0175
4092	SMAD7	2e-13	0.0149
2932	GSK3B	3e-13	0.015
55890	GPRC5C	5e-13	0.0319
6582	SLC22A2	1e-12	0.0405
64147	KIF9	1e-12	0.0171
1066	CES1	1e-12	0.0214
4023	LPL	1e-12	0.0205
51582	AZIN1	1e-12	0.0158
7104	TM4SF4	2e-12	0.0141
9546	APBA3	3e-12	0.0163
55326	AGPAT5	4e-12	0.0167
55843	ARHGAP15	4e-12	0.014
124045	SPATA33	4e-12	0.0162
26039	SS18L1	4e-12	0.0204
2313	FLI1	6e-12	0.0147
9252	RPS6KA5	7e-12	0.0176
23321	TRIM2	9e-12	0.0226
8546	AP3B1	1e-11	0.016
80129	CCDC170	2e-11	0.0141
7319	UBE2A	2e-11	0.0128
9938	ARHGAP25	3e-11	0.0161
140690	CTCFL	3e-11	0.0343
56776	FMN2	3e-11	0.0155
1036	CDO1	3e-11	0.0169
54963	UCKL1	3e-11	0.0156
6921	ELOC	3e-11	0.0153
10477	UBE2E3	4e-11	0.0135
9197	SLC33A1	4e-11	0.0155
9855	FARP2	4e-11	0.0162
65992	DDRGK1	4e-11	0.02
55729	ATF7IP	4e-11	0.0156
4074	M6PR	7e-11	0.0192
57495	NWD2	8e-11	0.0255
253143	PRR14L	8e-11	0.0279
53834	FGFRL1	8e-11	0.0143
84870	RSPO3	8e-11	0.035
23019	CNOT1	9e-11	0.0151
51449	PCYOX1	1e-10	0.021
143384	CACUL1	1e-10	0.0156
4054	LTBP3	1e-10	0.0147
26003	GORASP2	2e-10	0.0166
9881	TRANK1	2e-10	0.0131
253959	RALGAPA1	2e-10	0.026
816	CAMK2B	2e-10	0.0292
23350	U2SURP	2e-10	0.0152
2934	GSN	2e-10	0.015
79867	TCTN2	3e-10	0.0639
6480	ST6GAL1	4e-10	0.0291
3708	ITPR1	4e-10	0.0752
57594	HOMEZ	4e-10	0.013
10599	SLCO1B1	5e-10	0.0222
2737	GLI3	6e-10	0.015
9736	USP34	8e-10	0.0157
26064	RAI14	1e-09	0.0693
5169	ENPP3	1e-09	0.0146
10443	N4BP2L2	1e-09	0.0124
6239	RREB1	1e-09	0.0127
57217	TTC7A	1e-09	0.0126
5465	PPARA	1e-09	0.0991
5527	PPP2R5C	2e-09	0.0205
948	CD36	2e-09	0.0553
340156	MYLK4	2e-09	0.0179
9792	SERTAD2	2e-09	0.0145
9498	SLC4A8	3e-09	0.0124
161882	ZFPM1	3e-09	0.0121
1232	CCR3	3e-09	0.0164
27180	SIGLEC9	3e-09	0.0143
1373	CPS1	4e-09	0.0134
3172	HNF4A	4e-09	0.0371
25798	BRI3	4e-09	0.0138
51322	WAC	5e-09	0.0152
9489	PGS1	5e-09	0.0135
51274	KLF3	5e-09	0.0141
7003	TEAD1	7e-09	0.0123
50488	MINK1	8e-09	0.0232
5257	PHKB	9e-09	0.0335
7402	UTRN	9e-09	0.0183
25861	WHRN	9e-09	0.0156
6101	RP1	1e-08	0.0143
710	SERPING1	1e-08	0.0139
5311	PKD2	1e-08	0.0145
64764	CREB3L2	1e-08	0.0126
10318	TNIP1	1e-08	0.0183
9971	NR1H4	2e-08	0.0605
5188	GATB	2e-08	0.0113
65084	TMEM135	2e-08	0.0119
5305	PIP4K2A	2e-08	0.033
111	ADCY5	3e-08	0.0149
9509	ADAMTS2	3e-08	0.015
59269	HIVEP3	3e-08	0.0146
57553	MICAL3	3e-08	0.0153
1374	CPT1A	4e-08	0.0259
51390	AIG1	4e-08	0.0124
140733	MACROD2	4e-08	0.0116
286205	SCAI	4e-08	0.0139
8312	AXIN1	5e-08	0.0115
400224	PLEKHD1	5e-08	0.0236
140609	NEK7	5e-08	0.0206
