Entrez	Gene Symbol	P-value	Beta
5819	NECTIN2	1e-200	0.460823
4059	BCAM	1e-200	0.42297
8854	ALDH1A2	6e-195	0.143205
8882	ZPR1	6e-145	0.172968
4023	LPL	1e-120	0.177552
9415	FADS2	9e-80	0.0905
51085	MLXIPL	2.0000000000000002e-72	0.122399
2646	GCKR	6.999999999999999e-64	0.0790239
7158	TP53BP1	5.999999999999999e-44	0.209798
51129	ANGPTL4	2e-43	0.226135
255738	PCSK9	4.0000000000000006e-34	0.213387
221037	JMJD1C	6e-23	0.0452315
3949	LDLR	2e-20	0.0640165
146894	CD300LG	5e-19	0.116226
4018	LPA	7e-18	0.0728059
2590	GALNT2	1e-17	0.0401972
10087	CERT1	5e-17	0.039512
57678	GPAM	4e-15	0.0402286
1952	CELSR2	3e-14	0.0418932
22837	COBLL1	4e-14	0.0354764
80790	CMIP	2e-13	0.0365837
28	ABO	2e-12	0.0418125
64757	MTARC1	2e-12	0.0352899
85440	DOCK7	7e-12	0.0329385
29958	DMGDH	3e-11	0.0311489
64241	ABCG8	4e-11	0.0323322
23460	ABCA6	5e-11	0.101271
10221	TRIB1	8e-11	0.0690743
7423	VEGFB	9e-11	0.0712842
