Entrez	Gene Symbol	P-value	Beta
10452	TOMM40	1e-200	0.416545
4059	BCAM	1e-200	0.381807
8882	ZPR1	2e-116	0.15666
4023	LPL	3e-80	0.145663
51085	MLXIPL	4e-77	0.127977
255738	PCSK9	3e-69	0.311596
4018	LPA	3e-60	0.139987
2646	GCKR	2e-48	0.069315
1952	CELSR2	5e-48	0.0810868
23460	ABCA6	9e-38	0.200474
28	ABO	2e-36	0.0756715
9415	FADS2	3.0000000000000003e-31	0.0563723
5819	NECTIN2	4e-27	0.123147
146894	CD300LG	1e-21	0.125771
221037	JMJD1C	1e-19	0.0421061
85440	DOCK7	7e-19	0.0430613
350	APOH	4e-17	0.113618
64241	ABCG8	6e-15	0.0387669
3117	HLA-DQA1	3e-14	0.0375441
3949	LDLR	9e-13	0.0337994
80790	CMIP	2e-10	0.0318896
84166	NLRC5	3e-10	0.0859624
