Entrez	Gene Symbol	Ensembl ID	P-value
116085	SLC22A12	ENSG00000197891	0.0
56606	SLC2A9	ENSG00000109667	0.0
9429	ABCG2	ENSG00000118777	0.0
11183	MAP4K5	ENSG00000012983	4.32e-135
9948	WDR1	ENSG00000071127	2.33e-108
3626	INHBC	ENSG00000175189	9.66e-98
4580	MTX1	ENSG00000173171	1.81e-78
84226	C2orf16	ENSG00000221843	1.82e-61
126133	ALDH16A1	ENSG00000161618	3.15e-61
4296	MAP3K11	ENSG00000173327	2.38e-60
3174	HNF4G	ENSG00000164749	3.21e-59
11321	GPN1	ENSG00000198522	6e-57
92912	UBE2Q2	ENSG00000140367	5.03e-53
9379	NRXN2	ENSG00000110076	1.3e-51
51085	MLXIPL	ENSG00000009950	1.08e-47
26160	IFT172	ENSG00000138002	6.55e-45
9031	BAZ1B	ENSG00000009954	2.78e-43
9066	SYT7	ENSG00000011347	3.9e-43
1589	CYP21A2	ENSG00000235134	3.64e-38
56955	MEPE	ENSG00000152595	6.71e-36
51032	CELA2B	ENSG00000215704	9.49e-36
6239	RREB1	ENSG00000124782	1.5900000000000002e-35
1942	EFNA1	ENSG00000169242	9.85e-34
220963	SLC16A9	ENSG00000165449	2.8700000000000004e-32
4036	LRP2	ENSG00000081479	6.74e-31
5331	PLCB3	ENSG00000149782	3.6600000000000003e-29
3697	ITIH1	ENSG00000055957	1.27e-28
23166	STAB1	ENSG00000010327	5.64e-28
64943	NT5DC2	ENSG00000168268	6.32e-28
401262	CRIP3	ENSG00000146215	7.34e-27
26354	GNL3	ENSG00000163938	4.59e-25
57159	TRIM54	ENSG00000138100	7.39e-25
3166	HMX1	ENSG00000288204	8.419999999999999e-24
6787	NEK4	ENSG00000114904	4.4e-23
6927	HNF1A	ENSG00000135100	5.799999999999999e-23
254102	EHBP1L1	ENSG00000173442	1.1e-22
6494	SIPA1	ENSG00000213445	5.11e-22
50801	KCNK4	ENSG00000182450	6.54e-22
55867	SLC22A11	ENSG00000168065	1.4800000000000002e-21
8884	SLC5A6	ENSG00000138074	7.07e-21
