Entrez	Gene Symbol	P-value	Beta
1185	CLCN6	2e-76	0.9028
490	ATP2B1	8e-73	0.868
22978	NT5C2	3e-63	1.0927
143872	ARHGAP42	5e-60	0.6587
783	CACNB2	4e-58	0.6504
5045	FURIN	1.9999999999999998e-54	0.614
79748	LMAN1L	4e-46	0.5549
4046	LSP1	2e-44	0.536
3643	INSR	4.999999999999999e-44	0.8378
128611	ZNF831	7e-43	0.7468
57139	RGL3	8e-40	0.5296
54897	CASZ1	2e-38	0.5031
9570	GOSR2	2e-38	0.6674
64116	SLC39A8	5e-36	0.8966
5781	PTPN11	5e-35	0.4622
2122	MECOM	1e-33	0.4324
7482	WNT2B	6e-32	0.8057
7148	TNXB	3.0000000000000003e-31	0.4575
5076	PAX2	9e-31	0.6592
83478	ARHGAP24	2e-27	0.5631
51474	LIMA1	9.999999999999999e-27	0.3888
51196	PLCE1	3e-26	0.3857
57480	PLEKHG1	3.9999999999999996e-26	0.7492
272	AMPD3	6e-25	0.3727
4836	NMT1	6e-25	0.3849
255743	NPNT	1.0000000000000001e-23	0.4293
55553	SOX6	3e-23	0.4434
9258	MFHAS1	4.0000000000000004e-23	0.3613
93166	PRDM6	7.000000000000001e-23	0.5088
10428	CFDP1	1e-22	0.357
4482	MSRA	2e-22	0.3615
84444	DOT1L	7e-22	0.717
64641	EBF2	1e-21	0.3953
4883	NPR3	1e-21	0.5214
59269	HIVEP3	3e-21	0.3435
6494	SIPA1	5e-21	0.4235
10786	SLC17A3	5e-21	0.5187
2201	FBN2	8e-21	0.3411
58489	ABHD17C	1e-19	0.3241
10533	ATG7	1e-19	0.3316
8482	SEMA7A	2e-19	0.3245
183	AGT	3e-19	0.3311
152273	FGD5	3e-19	0.3277
81846	SBF2	1e-18	0.3933
4134	MAP4	2e-18	0.3391
374383	NCR3LG1	4e-18	0.3198
23207	PLEKHM2	4e-18	0.3552
144100	PLEKHA7	4e-18	0.3514
6541	SLC7A1	5e-18	0.3609
23316	CUX2	5e-18	0.3351
2982	GUCY1A1	2e-17	0.3166
6877	TAF5	2e-17	0.3229
286046	XKR6	2e-17	0.3082
57609	DIP2B	2e-17	0.322
6259	RYK	3e-17	0.3092
23075	SWAP70	5e-17	0.3046
65220	NADK	9e-17	0.3173
7369	UMOD	1e-16	0.3814
1879	EBF1	1e-16	0.3005
29855	UBN1	1e-16	0.2954
4792	NFKBIA	1e-16	0.309
23683	PRKD3	2e-16	0.3548
51422	PRKAG2	3e-16	0.3317
23587	ELP5	4e-16	0.2952
9457	FHL5	6e-16	0.351
3070	HELLS	7e-16	0.2997
23293	SMG6	8e-16	0.2941
5795	PTPRJ	9e-16	0.419
26040	SETBP1	1e-15	0.3105
60490	PPCDC	1e-15	0.2928
22895	RPH3A	2e-15	0.3092
65110	UPF3A	2e-15	0.4031
8658	TNKS	3e-15	0.2937
151242	PPP1R1C	3e-15	0.3529
10979	FERMT2	4e-15	0.3093
6599	SMARCC1	4e-15	0.3034
51684	SUFU	5e-15	0.5042
10919	EHMT2	7e-15	0.818
63976	PRDM16	7e-15	0.4131
79628	SH3TC2	1e-14	0.3426
152110	NEK10	1e-14	0.2836
1385	CREB1	1e-14	0.2789
10801	SEPTIN9	3e-14	0.3153
23177	CEP68	4e-14	0.2818
57580	PREX1	4e-14	0.3825
79987	SVEP1	4e-14	0.7657
109	ADCY3	5e-14	0.4343
23414	ZFPM2	5e-14	0.464
8315	BRAP	6e-14	0.8716
221692	PHACTR1	7e-14	0.279
55024	BANK1	7e-14	0.8781
27327	TNRC6A	1e-13	0.2995
283450	HECTD4	2e-13	0.8568
5586	PKN2	2e-13	0.2698
23371	TNS2	2e-13	0.4911
7015	TERT	2e-13	0.3331
2765	GML	2e-13	0.2674
8603	FAM193A	2e-13	0.2877
7917	BAG6	3e-13	0.6613
7525	YES1	3e-13	0.3454
80790	CMIP	4e-13	0.2869
253461	ZBTB38	4e-13	0.5083
50650	ARHGEF3	5e-13	0.2791
10725	NFAT5	6e-13	0.5652
3693	ITGB5	9e-13	0.2623
7145	TNS1	1e-12	0.2623
776	CACNA1D	1e-12	0.2969
81570	CLPB	2e-12	0.4842
23236	PLCB1	2e-12	0.2615
22837	COBLL1	2e-12	0.2562
55130	ODAD2	3e-12	0.2512
153241	CEP120	4e-12	0.2789
135112	NCOA7	5e-12	0.2475
6919	TCEA2	5e-12	0.2944
466	ATF1	5e-12	0.6271
5286	PIK3C2A	6e-12	0.2669
6546	SLC8A1	7e-12	0.2622
54510	PCDH18	7e-12	0.2524
65065	NBEAL1	8e-12	0.2505
79096	CSTPP1	1e-11	0.4185
2335	FN1	1e-11	0.2752
79903	NAA60	1e-11	0.2731
54768	HYDIN	1e-11	0.284
2028	ENPEP	1e-11	0.2466
7456	WIPF1	1e-11	0.3127
8613	PLPP3	1e-11	0.3312
84316	NAA38	1e-11	0.4109
288	ANK3	2e-11	0.2393
4289	MKLN1	2e-11	0.2479
1398	CRK	2e-11	0.2712
10144	FAM13A	3e-11	0.2916
5136	PDE1A	3e-11	0.2576
3632	INPP5A	3e-11	0.3008
8170	SLC14A2	3e-11	0.3121
6934	TCF7L2	3e-11	0.2714
23135	KDM6B	3e-11	0.4608
253559	CADM2	3e-11	0.2466
6558	SLC12A2	3e-11	0.3794
10184	LHFPL2	4e-11	0.2368
29916	SNX11	4e-11	0.6231
57787	MARK4	4e-11	0.2735
23030	KDM4B	5e-11	0.2336
54497	HEATR5B	5e-11	0.269
5119	CHMP1A	5e-11	0.2418
23263	MCF2L	5e-11	0.2829
26190	FBXW2	6e-11	0.2395
51564	HDAC7	7e-11	0.2778
2843	GPR20	7e-11	0.538
4137	MAPT	7e-11	0.31
54971	BANP	7e-11	0.2466
84181	CHD6	7e-11	0.2426
55137	FIGN	7e-11	0.3873
28996	HIPK2	8e-11	0.3009
83696	TRAPPC9	9e-11	0.2349
285527	FRYL	9e-11	0.2428
81575	APOLD1	1e-10	0.2337
54622	ARL15	1e-10	0.2376
55689	YEATS2	1e-10	0.2308
7075	TIE1	1e-10	0.2403
2200	FBN1	1e-10	0.3867
79612	NAA16	1e-10	0.2705
30001	ERO1A	2e-10	0.5726
8091	HMGA2	2e-10	0.2255
421	ARVCF	2e-10	0.2373
3680	ITGA9	2e-10	0.2375
51312	SLC25A37	2e-10	0.27
51352	WT1-AS	2e-10	0.2397
9497	SLC4A7	2e-10	0.7993
4140	MARK3	2e-10	0.332
51421	AMOTL2	2e-10	0.2397
254251	LCORL	2e-10	0.2561
55023	PHIP	2e-10	0.2306
286205	SCAI	2e-10	0.3551
9351	NHERF2	2e-10	0.2565
8631	SKAP1	3e-10	0.6051
100130742	LRRC69	3e-10	0.2419
55365	TMEM176A	3e-10	0.2467
1500	CTNND1	3e-10	0.265
7156	TOP3A	3e-10	0.2274
57282	SLC4A10	3e-10	0.3812
148479	PHF13	3e-10	0.2407
10642	IGF2BP1	3e-10	0.2456
5747	PTK2	4e-10	0.2255
440275	EIF2AK4	4e-10	0.2226
6625	SNRNP70	4e-10	0.3212
23335	WDR7	4e-10	0.2367
51319	RSRC1	5e-10	0.2434
79783	SUGCT	5e-10	0.3651
8814	CDKL1	5e-10	0.87
22808	MRAS	5e-10	0.3034
284069	FAM171A2	6e-10	0.6627
5156	PDGFRA	6e-10	0.2731
201176	ARHGAP27	6e-10	0.2971
1012	CDH13	6e-10	0.2713
7414	VCL	6e-10	0.2293
11156	PTP4A3	7e-10	0.2672
11214	AKAP13	7e-10	0.223
6876	TAGLN	8e-10	0.3216
121006	FAM186A	9e-10	0.6352
283471	TMPRSS12	9e-10	0.2323
9686	VGLL4	1e-09	0.3087
8412	BCAR3	1e-09	0.2614
10019	SH2B3	1e-09	0.5365
116988	AGAP3	1e-09	0.2377
23387	SIK3	1e-09	0.3311
285761	DCBLD1	1e-09	0.2585
222553	SLC35F1	2e-09	0.3986
57223	PPP4R3B	2e-09	0.2546
80243	PREX2	2e-09	0.236
1373	CPS1	2e-09	0.236
4773	NFATC2	2e-09	0.2134
22986	SORCS3	2e-09	0.866
9644	SH3PXD2A	2e-09	0.2156
11201	POLI	3e-09	0.2159
3633	INPP5B	3e-09	0.244
56155	TEX14	3e-09	0.2251
27086	FOXP1	3e-09	0.234
9902	MRC2	3e-09	0.2201
203062	TSNARE1	3e-09	0.2143
9776	ATG13	4e-09	0.3439
4650	MYO9B	4e-09	0.2411
2037	EPB41L2	4e-09	0.239
10461	MERTK	4e-09	0.2301
91010	FMNL3	4e-09	0.3789
5789	PTPRD	5e-09	0.2977
57602	USP36	5e-09	0.2084
94039	ZNF101	5e-09	0.3848
196074	METTL15	5e-09	0.22
