Entrez	Gene Symbol	P-value	Beta
2678	GGT1	0.0	0.2268
23316	CUX2	3e-185	0.1112
152485	ZNF827	6e-145	0.0801
91828	EXOC3L4	7e-117	0.073
2646	GCKR	1e-96	0.0628
9231	DLG5	6e-57	0.0576
51085	MLXIPL	4e-48	0.0722
8871	SYNJ2	7e-39	0.1209
7104	TM4SF4	7e-36	0.0376
4430	MYO1B	5.0000000000000004e-29	0.0349
80303	EFHD1	6e-28	0.0371
26999	CYFIP2	3e-23	0.0356
3083	HGFAC	1e-17	0.0259
29941	PKN3	1e-17	0.0482
22853	LMTK2	4e-17	0.0253
2186	BPTF	8e-17	0.0277
6928	HNF1B	5e-16	0.0269
80381	CD276	2e-15	0.0239
4299	AFF1	4e-15	0.0243
9516	LITAF	9e-15	0.0237
754	PTTG1IP	1e-14	0.0234
2039	DMTN	7e-14	0.053
91181	NUP210L	1e-13	0.0224
56288	PARD3	6e-13	0.0239
221895	JAZF1	2e-12	0.0214
6614	SIGLEC1	3e-12	0.1392
90427	BMF	1e-11	0.028
6935	ZEB1	1e-11	0.0266
10095	ARPC1B	1e-11	0.0232
2863	GPR39	2e-11	0.0229
1859	DYRK1A	5e-11	0.0215
7364	UGT2B7	1e-10	0.0211
26009	ZZZ3	2e-10	0.0195
800	CALD1	3e-10	0.0212
8850	KAT2B	7e-10	0.0222
85415	RHPN2	8e-10	0.0276
10390	CEPT1	9e-10	0.0228
221037	JMJD1C	1e-09	0.0276
1244	ABCC2	1e-09	0.019
3069	HDLBP	1e-09	0.0182
342979	PALM3	2e-09	0.0195
1021	CDK6	2e-09	0.0194
5774	PTPN3	3e-09	0.0211
28	ABO	3e-09	0.0208
26298	EHF	4e-09	0.0179
6764	DENND2B	4e-09	0.0267
