Entrez	Gene Symbol	Ensembl ID	P-value
345	APOC3	ENSG00000110245	5.51e-127
4023	LPL	ENSG00000175445	7.58e-119
338	APOB	ENSG00000084674	5.89e-117
11183	MAP4K5	ENSG00000012983	2.3399999999999998e-101
116519	APOA5	ENSG00000110243	2.39e-85
8882	ZPR1	ENSG00000109917	8.47e-81
84811	BUD13	ENSG00000137656	1.32e-71
348	APOE	ENSG00000130203	6.61e-61
51085	MLXIPL	ENSG00000009950	7.16e-57
1071	CETP	ENSG00000087237	2.2e-51
84226	C2orf16	ENSG00000221843	1.33e-50
9031	BAZ1B	ENSG00000009954	1.59e-48
51129	ANGPTL4	ENSG00000167772	1.13e-38
5049	PAFAH1B2	ENSG00000168092	3.32e-35
337	APOA4	ENSG00000110244	7.23e-34
8890	EIF2B4	ENSG00000115211	1.3199999999999999e-28
26160	IFT172	ENSG00000138002	9.45e-27
27329	ANGPTL3	ENSG00000132855	1.41e-26
255738	PCSK9	ENSG00000169174	2.22e-25
26762	HAVCR1	ENSG00000113249	1.7599999999999997e-23
23173	METAP1	ENSG00000164024	8.28e-20
57159	TRIM54	ENSG00000138100	1.2e-18
8884	SLC5A6	ENSG00000138074	8.57e-18
6580	SLC22A1	ENSG00000175003	5.36e-16
94039	ZNF101	ENSG00000181896	1.58e-15
22837	COBLL1	ENSG00000082438	2.01e-15
2524	FUT2	ENSG00000176920	2.02e-13
3949	LDLR	ENSG00000130164	2.58e-13
256006	ANKRD31	ENSG00000145700	1.47e-12
78992	YIPF2	ENSG00000130733	2.87e-12
5140	PDE3B	ENSG00000152270	4.86e-12
113201	GOLM2	ENSG00000166734	5.1e-12
728780	ANKDD1B	ENSG00000189045	6.26e-11
80212	CCDC92	ENSG00000275035	6.3e-11
84277	DNAJC30	ENSG00000176410	6.7e-11
26291	FGF21	ENSG00000105550	6.98e-11
146894	CD300LG	ENSG00000161649	1.46e-10
10087	CERT1	ENSG00000113163	3.08e-10
284358	MAMSTR	ENSG00000176909	7.33e-10
196385	DNAH10	ENSG00000281935	1.4e-09
9755	TBKBP1	ENSG00000198933	2.45e-09
5335	PLCG1	ENSG00000124181	2.86e-09
3626	INHBC	ENSG00000175189	2.88e-09
54854	FAM83E	ENSG00000105523	4.3e-09
4299	AFF1	ENSG00000172493	9.78e-09
55692	LUC7L	ENSG00000007392	3.51e-07
