Entrez	Gene Symbol	P-value	Beta
9148	NEURL1	5e-50	2.7338
857	CAV1	8e-31	0.1094
6910	TBX5	8.000000000000001e-29	0.1137
8497	PPFIA4	4.0000000000000004e-23	0.0944
6310	ATXN1	8e-18	0.1293
23066	CAND2	9e-17	0.0812
114907	FBXO32	9e-17	0.1755
89797	NAV2	5e-16	0.0881
23177	CEP68	5e-15	0.0757
26010	SPATS2L	7e-15	0.074
4624	MYH6	9e-15	0.0903
80724	ACAD10	2e-14	0.2056
3752	KCND3	7e-14	0.0835
6123	RPL3L	4e-13	0.1928
221656	KDM1B	1e-12	0.0732
90102	PHLDB2	2e-11	0.0937
9472	AKAP6	2e-11	0.0732
23095	KIF1B	2e-11	0.6676
6336	SCN10A	3e-11	0.0642
1607	DGKB	8e-11	0.0686
29119	CTNNA3	2e-10	0.08
221037	JMJD1C	5e-10	0.0589
5318	PKP2	5e-10	0.0842
8082	SSPN	6e-10	0.0646
7456	WIPF1	2e-09	0.0566
10418	SPON1	2e-09	0.058
5747	PTK2	2e-09	0.0563
4084	MXD1	3e-09	0.0557
2042	EPHA3	3e-09	0.0587
23150	FRMD4B	5e-09	0.0576
23039	XPO7	6e-09	0.0868
3781	KCNN2	6e-09	0.0577
144453	BEST3	8e-09	0.057
845	CASQ2	8e-09	0.0581
55876	GSDMB	9e-09	0.0544
51807	TUBA8	1e-08	0.0539
93166	PRDM6	1e-08	0.0682
5108	PCM1	1e-08	0.0716
10529	NEBL	1e-08	0.1539
26018	LRIG1	2e-08	0.0555
4092	SMAD7	2e-08	0.0551
7068	THRB	2e-08	0.0576
144347	RFLNA	4e-08	0.0695
23036	ZNF292	4e-08	0.0509
5424	POLD1	5e-08	0.358
