Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.3395
8882	ZPR1	2e-147	0.1464
255738	PCSK9	1e-136	0.362
85440	DOCK7	9e-61	0.0683
2646	GCKR	2e-52	0.0631
64241	ABCG8	9e-38	0.1048
3482	IGF2R	3e-23	0.0769
29881	NPC1L1	2e-21	0.051
8701	DNAH11	3e-19	0.0431
9785	DHX38	3e-18	0.0425
51129	ANGPTL4	4e-17	0.1293
19	ABCA1	1e-16	0.0383
126695	KDF1	1e-16	0.1062
23461	ABCA5	6e-16	0.128
28983	TMPRSS11E	9e-14	0.0371
6484	ST3GAL4	2e-13	0.0412
55219	MACO1	3e-12	0.0282
51085	MLXIPL	4e-12	0.0791
7227	TRPS1	2e-11	0.0295
54520	CCDC93	2e-10	0.0497
5265	SERPINA1	4e-10	0.0965
675	BRCA2	4e-10	0.03
3021	H3-3B	7e-10	0.0262
4299	AFF1	2e-09	0.0237
85363	TRIM5	2e-09	0.044
