Entrez	Gene Symbol	Ensembl ID	P-value
3570	IL6R	ENSG00000160712	0.0
348	APOE	ENSG00000130203	0.0
6927	HNF1A	ENSG00000135100	0.0
1401	CRP	ENSG00000132693	7.040000000000001e-303
3953	LEPR	ENSG00000116678	1.4600000000000002e-251
11183	MAP4K5	ENSG00000012983	1.09e-222
126668	TDRD10	ENSG00000163239	1.33e-154
11321	GPN1	ENSG00000198522	8.87e-117
8890	EIF2B4	ENSG00000115211	3.11e-67
26160	IFT172	ENSG00000138002	7.69e-65
3172	HNF4A	ENSG00000101076	3.4399999999999997e-60
23624	CBLC	ENSG00000142273	7.73e-53
19	ABCA1	ENSG00000165029	1.22e-49
10645	CAMKK2	ENSG00000110931	2.39e-49
35	ACADS	ENSG00000122971	5.87e-49
103	ADAR	ENSG00000160710	1.5700000000000002e-43
127623	OR2B11	ENSG00000177535	5.98e-39
57159	TRIM54	ENSG00000138100	2.22e-38
5265	SERPINA1	ENSG00000277377	7.82e-38
84747	UNC119B	ENSG00000175970	4.77e-37
5027	P2RX7	ENSG00000089041	2.7899999999999997e-34
1209	CLPTM1	ENSG00000104853	7.49e-34
8884	SLC5A6	ENSG00000138074	9.31e-34
84639	IL1F10	ENSG00000136697	3.29e-33
84101	USP44	ENSG00000136014	1.45e-30
64897	C12orf43	ENSG00000157895	9.52e-30
10062	NR1H3	ENSG00000025434	5.0899999999999995e-28
146722	CD300LF	ENSG00000186074	2e-27
8567	MADD	ENSG00000110514	2.5100000000000004e-27
10648	SCGB1D1	ENSG00000168515	3.53e-27
23173	METAP1	ENSG00000164024	4.44e-27
53	ACP2	ENSG00000134575	8.45e-27
325	APCS	ENSG00000132703	3.38e-26
23499	MACF1	ENSG00000127603	1.01e-25
2524	FUT2	ENSG00000176920	3.53e-25
89872	AQP10	ENSG00000143595	2.39e-23
84456	L3MBTL3	ENSG00000198945	1.14e-22
51085	MLXIPL	ENSG00000009950	1.31e-22
26476	OR10J1	ENSG00000196184	2.47e-22
113201	GOLM2	ENSG00000166734	2.63e-22
4486	MST1R	ENSG00000164078	3.29e-22
11015	KDELR3	ENSG00000100196	1.0600000000000001e-21
1141	CHRNB2	ENSG00000160716	1.3700000000000002e-21
350	APOH	ENSG00000091583	2.14e-21
63891	RNF123	ENSG00000164068	7.1e-20
7318	UBA7	ENSG00000182179	9.22e-20
27179	IL36A	ENSG00000136694	1.79e-19
627	BDNF	ENSG00000176697	8.66e-19
285989	ZNF789	ENSG00000198556	1.49e-18
2147	F2	ENSG00000180210	1.94e-18
79797	ZNF408	ENSG00000175213	2.71e-18
26024	PTCD1	ENSG00000106246	3.83e-18
5913	RAPSN	ENSG00000165917	5.85e-18
10452	TOMM40	ENSG00000130204	7.22e-18
587	BCAT2	ENSG00000105552	9.07e-18
79792	GSDMD	ENSG00000278718	1.81e-17
4038	LRP4	ENSG00000134569	5.1e-17
284358	MAMSTR	ENSG00000176909	5.93e-17
8683	SRSF9	ENSG00000111786	6.67e-17
64170	CARD9	ENSG00000187796	7.12e-17
2444	FRK	ENSG00000111816	1.03e-16
27165	GLS2	ENSG00000135423	1.09e-16
64231	MS4A6A	ENSG00000110077	1.27e-16
6175	RPLP0	ENSG00000089157	1.6e-16
54905	CYP2W1	ENSG00000073067	1.63e-16
57863	CADM3	ENSG00000162706	1.66e-16
9031	BAZ1B	ENSG00000009954	1.71e-16
51374	ATRAID	ENSG00000138085	2.27e-16
945	CD33	ENSG00000105383	7.83e-16
2532	ACKR1	ENSG00000213088	1.56e-15
114	ADCY8	ENSG00000155897	2.47e-15
5872	RAB13	ENSG00000143545	4.29e-15
6621	SNAPC4	ENSG00000165684	4.64e-15
114971	PTPMT1	ENSG00000285206	5.08e-15
53345	TM6SF2	ENSG00000213996	5.77e-15
9628	RGS6	ENSG00000182732	7.42e-15
51174	TUBD1	ENSG00000108423	8.89e-15
390113	OR4X1	ENSG00000176567	2.2e-14
7771	ZNF112	ENSG00000062370	2.37e-14
84619	ZGPAT	ENSG00000197114	2.59e-14
114548	NLRP3	ENSG00000162711	3.11e-14
5025	P2RX4	ENSG00000135124	3.39e-14
795	S100G	ENSG00000169906	7.31e-14
284352	PPP1R37	ENSG00000104866	9.98e-14
56731	SLC2A4RG	ENSG00000125520	1.22e-13
570	BAAT	ENSG00000276559	1.32e-13
23203	PMPCA	ENSG00000165688	1.36e-13
54923	LIME1	ENSG00000203896	1.5e-13
4160	MC4R	ENSG00000166603	1.72e-13
6299	SALL1	ENSG00000103449	1.79e-13
3142	HLX	ENSG00000136630	1.89e-13
646754	TRIM64C	ENSG00000214891	2.8e-13
2205	FCER1A	ENSG00000179639	4.27e-13
474344	GIMAP6	ENSG00000133561	4.52e-13
168537	GIMAP7	ENSG00000179144	1.5e-12
25970	SH2B1	ENSG00000178188	1.53e-12
3557	IL1RN	ENSG00000136689	1.54e-12
353355	ZNF233	ENSG00000159915	1.6e-12
5939	RBMS2	ENSG00000076067	1.64e-12
219447	OR5AS1	ENSG00000181785	1.89e-12
2538	G6PC1	ENSG00000131482	2.05e-12
22981	NINL	ENSG00000101004	2.2e-12
11129	CLASRP	ENSG00000104859	2.51e-12
5834	PYGB	ENSG00000100994	2.57e-12
9429	ABCG2	ENSG00000118777	3.08e-12
5345	SERPINF2	ENSG00000276838	3.24e-12
7767	ZNF224	ENSG00000267680	3.34e-12
133746	JMY	ENSG00000152409	3.63e-12
6945	MLX	ENSG00000108788	4.1e-12
219417	OR8U1	ENSG00000172199	4.56e-12
3716	JAK1	ENSG00000162434	5.18e-12
8658	TNKS	ENSG00000285372	5.36e-12
64798	DEPTOR	ENSG00000155792	5.99e-12
124997	WDR81	ENSG00000276021	6.47e-12
11273	ATXN2L	ENSG00000168488	7.04e-12
81168	OR8J3	ENSG00000167822	7.59e-12
390148	OR5W2	ENSG00000187612	7.92e-12
1463	NCAN	ENSG00000130287	8.94e-12
26094	DCAF4	ENSG00000119599	1.27e-11
292	SLC25A5	ENSG00000005022	1.44e-11
390152	OR8H3	ENSG00000181761	1.5e-11
219429	OR4C11	ENSG00000172188	1.69e-11
5819	NECTIN2	ENSG00000130202	1.76e-11
89792	GAL3ST3	ENSG00000175229	2.32e-11
22950	SLC4A1AP	ENSG00000163798	2.67e-11
219464	OR5T2	ENSG00000262851	3.54e-11
4214	MAP3K1	ENSG00000095015	3.7e-11
8647	ABCB11	ENSG00000276582	3.97e-11
9919	SEC16A	ENSG00000148396	4.26e-11
126231	ZNF573	ENSG00000189144	5.29e-11
9611	NCOR1	ENSG00000141027	6.95e-11
6514	SLC2A2	ENSG00000163581	8.36e-11
54902	TTC19	ENSG00000011295	9.89e-11
1548	CYP2A6	ENSG00000255974	1.06e-10
8927	BSN	ENSG00000164061	1.14e-10
6799	SULT1A2	ENSG00000197165	1.39e-10
930	CD19	ENSG00000177455	1.68e-10
7132	TNFRSF1A	ENSG00000067182	2.54e-10
11218	DDX20	ENSG00000064703	2.74e-10
7096	TLR1	ENSG00000174125	3.36e-10
10669	CGREF1	ENSG00000138028	4.61e-10
55209	SETD5	ENSG00000168137	5.01e-10
602	BCL3	ENSG00000069399	5.42e-10
161882	ZFPM1	ENSG00000179588	7.33e-10
4069	LYZ	ENSG00000090382	8.95e-10
139081	MAGEC3	ENSG00000165509	9.94e-10
28999	KLF15	ENSG00000163884	1.14e-09
5310	PKD1	ENSG00000008710	1.14e-09
54867	TMEM214	ENSG00000119777	1.52e-09
9836	LCMT2	ENSG00000168806	1.67e-09
22837	COBLL1	ENSG00000082438	1.94e-09
1843	DUSP1	ENSG00000120129	2.09e-09
9310	ZNF235	ENSG00000159917	2.1e-09
22979	EFR3B	ENSG00000084710	2.81e-09
150365	MEI1	ENSG00000167077	2.84e-09
126	ADH1C	ENSG00000248144	2.87e-09
79832	QSER1	ENSG00000060749	2.97e-09
50999	TMED5	ENSG00000117500	4.52e-09
948	CD36	ENSG00000135218	4.6e-09
57674	RNF213	ENSG00000173821	5.3e-09
55911	APOBR	ENSG00000184730	5.37e-09
4580	MTX1	ENSG00000173171	5.51e-09
22823	MTF2	ENSG00000143033	7.11e-09
64838	FNDC4	ENSG00000115226	8.46e-09
79716	NPEPL1	ENSG00000215440	8.81e-09
51750	RTEL1	ENSG00000258366	9.55e-09
26291	FGF21	ENSG00000105550	9.7e-09
90332	EXOC3L2	ENSG00000283632	9.79e-09
