Entrez	Gene Symbol	Ensembl ID	P-value
6514	SLC2A2	ENSG00000163581	3.2e-86
57818	G6PC2	ENSG00000278373	1.07e-83
169026	SLC30A8	ENSG00000164756	4.55e-73
11183	MAP4K5	ENSG00000012983	5.33e-54
57405	SPC25	ENSG00000277909	1.1e-44
115677	NOSTRIN	ENSG00000275326	1.37e-44
5871	MAP4K2	ENSG00000168067	4.11e-31
5122	PCSK1	ENSG00000175426	1.88e-30
84226	C2orf16	ENSG00000221843	2.57e-27
11321	GPN1	ENSG00000198522	4.990000000000001e-27
2740	GLP1R	ENSG00000112164	1.56e-23
63892	THADA	ENSG00000115970	4.68e-22
3630	INS	ENSG00000254647	1.69e-20
26160	IFT172	ENSG00000138002	5.76e-20
8890	EIF2B4	ENSG00000115211	5.76e-19
8567	MADD	ENSG00000110514	1.45e-18
389840	MAP3K15	ENSG00000180815	5.49e-18
83986	FAM234A	ENSG00000167930	6.48e-18
58498	MYL7	ENSG00000106631	1.92e-17
54790	TET2	ENSG00000168769	4.7e-15
26086	GPSM1	ENSG00000160360	6.39e-15
55062	WIPI1	ENSG00000070540	1.43e-14
3767	KCNJ11	ENSG00000187486	1.49e-14
56172	ANKH	ENSG00000154122	3.21e-14
6833	ABCC8	ENSG00000006071	4.21e-14
3837	KPNB1	ENSG00000108424	6.45e-14
53	ACP2	ENSG00000134575	8.01e-13
64599	GIGYF1	ENSG00000146830	1.49e-12
169436	STKLD1	ENSG00000281245	1.49e-11
8518	ELP1	ENSG00000070061	3.06e-11
3717	JAK2	ENSG00000096968	4.19e-11
54832	VPS13C	ENSG00000129003	4.86e-11
147912	SIX5	ENSG00000177045	1.05e-10
80267	EDEM3	ENSG00000116406	1.12e-10
83637	ZMIZ2	ENSG00000122515	1.12e-10
54942	ABITRAM	ENSG00000119328	2.97e-10
8189	SYMPK	ENSG00000125755	5.68e-10
10051	SMC4	ENSG00000113810	6.63e-10
2572	GAD2	ENSG00000136750	7.27e-10
23051	ZHX3	ENSG00000174306	8.44e-10
7466	WFS1	ENSG00000109501	1.48e-09
79966	SCD5	ENSG00000145284	1.75e-09
51619	UBE2D4	ENSG00000078967	2.51e-09
2696	GIPR	ENSG00000010310	3.25e-09
79841	AGBL2	ENSG00000285501	3.28e-09
27434	POLM	ENSG00000122678	4.87e-09
4038	LRP4	ENSG00000134569	5.74e-09
3626	INHBC	ENSG00000175189	6.26e-09
6239	RREB1	ENSG00000124782	8.2e-09
