Entrez	Gene Symbol	Ensembl ID	P-value
1071	CETP	ENSG00000087237	1.7299999999999997e-104
338	APOB	ENSG00000084674	9.17e-77
51085	MLXIPL	ENSG00000009950	2.9999999999999998e-40
11183	MAP4K5	ENSG00000012983	2.5299999999999997e-38
9031	BAZ1B	ENSG00000009954	2.9e-36
19	ABCA1	ENSG00000165029	7.22e-25
587	BCAT2	ENSG00000105552	8.52e-25
116519	APOA5	ENSG00000110243	1.3e-21
3931	LCAT	ENSG00000213398	2.4600000000000003e-21
8882	ZPR1	ENSG00000109917	9.16e-21
84226	C2orf16	ENSG00000221843	2.18e-19
4023	LPL	ENSG00000175445	2.4e-19
11321	GPN1	ENSG00000198522	1.58e-18
4018	LPA	ENSG00000198670	3.36e-18
84811	BUD13	ENSG00000137656	4.1e-18
1463	NCAN	ENSG00000130287	3.17e-16
221037	JMJD1C	ENSG00000171988	6.37e-16
27329	ANGPTL3	ENSG00000132855	5.59e-15
146456	TMED6	ENSG00000157315	4.15e-14
3990	LIPC	ENSG00000166035	3.74e-13
23387	SIK3	ENSG00000160584	3.84e-13
337	APOA4	ENSG00000110244	5.89e-12
150223	YDJC	ENSG00000161179	8.21e-12
9709	HERPUD1	ENSG00000051108	1.27e-11
26762	HAVCR1	ENSG00000113249	1.4e-11
3172	HNF4A	ENSG00000101076	2.46e-11
8890	EIF2B4	ENSG00000115211	4.48e-10
5049	PAFAH1B2	ENSG00000168092	5.4e-10
345	APOC3	ENSG00000110245	6.82e-10
350	APOH	ENSG00000091583	1.16e-09
26160	IFT172	ENSG00000138002	2.87e-09
6560	SLC12A4	ENSG00000124067	3.25e-09
94039	ZNF101	ENSG00000181896	7.94e-09
5817	PVR	ENSG00000073008	9.26e-09
54920	DUS2	ENSG00000167264	9.9e-09
340156	MYLK4	ENSG00000145949	2.35e-07
