Entrez	Gene Symbol	P-value	Beta
1185	CLCN6	5e-130	0.7957
22978	NT5C2	1e-111	0.9732
783	CACNB2	1e-90	0.5456
5045	FURIN	3e-87	0.5709
4046	LSP1	2e-83	0.4891
57139	RGL3	6e-82	0.494
6311	ATXN2	5e-78	0.4524
3643	INSR	2e-70	0.6848
9570	GOSR2	7e-61	0.5723
64116	SLC39A8	6e-59	0.7456
7482	WNT2B	7e-56	0.7251
91012	CERS5	2e-47	0.3553
55553	SOX6	3e-45	0.4246
51196	PLCE1	8.000000000000001e-45	0.3412
6494	SIPA1	4e-41	0.4046
183	AGT	8e-41	0.327
83478	ARHGAP24	4e-40	0.4676
10428	CFDP1	5.9999999999999996e-40	0.3223
81846	SBF2	6.9999999999999995e-40	0.408
255743	NPNT	6.9999999999999995e-40	0.3744
51422	PRKAG2	8.000000000000001e-39	0.3508
58489	ABHD17C	6e-38	0.3106
5076	PAX2	6e-38	0.493
3767	KCNJ11	9e-37	0.3135
2201	FBN2	2e-36	0.3128
2122	MECOM	1e-35	0.2986
8943	AP3D1	4e-35	0.5673
4846	NOS3	9e-34	0.5655
6517	SLC2A4	2e-33	0.3008
1879	EBF1	3.0000000000000003e-31	0.2834
23075	SWAP70	3e-30	0.279
776	CACNA1D	6e-30	0.3071
59269	HIVEP3	1.0000000000000001e-29	0.2803
4792	NFKBIA	1.0000000000000001e-29	0.2819
7148	TNXB	4.0000000000000003e-29	0.2967
64641	EBF2	8.000000000000001e-29	0.3147
5493	PPL	9.999999999999999e-29	0.2706
8881	CDC16	9.999999999999999e-29	0.3761
389	RHOC	1.9999999999999997e-28	0.3344
11060	WWP2	3.9999999999999994e-28	0.7273
6541	SLC7A1	8.000000000000001e-28	0.3069
27327	TNRC6A	1e-27	0.3311
152273	FGD5	1e-27	0.2677
57158	JPH2	2e-27	0.3804
93166	PRDM6	9.999999999999999e-27	0.2637
1021	CDK6	1.9999999999999998e-26	0.2788
79944	L2HGDH	3e-26	0.9677
65220	NADK	3.9999999999999996e-26	0.3146
4650	MYO9B	4.9999999999999996e-26	0.2918
9457	FHL5	6e-26	0.3347
23414	ZFPM2	6e-26	0.4395
140685	ZBTB46	5e-25	0.2968
7145	TNS1	3e-24	0.25
4140	MARK3	7.000000000000001e-24	0.3583
9351	NHERF2	2.0000000000000002e-23	0.2605
79783	SUGCT	2.0000000000000002e-23	0.3993
54622	ARL15	3e-23	0.2463
10801	SEPTIN9	6e-23	0.2478
2959	GTF2B	7.000000000000001e-23	0.2483
1385	CREB1	8.000000000000001e-23	0.2398
23263	MCF2L	1e-22	0.2817
23371	TNS2	2e-22	0.441
84301	DDI2	2e-22	0.2593
7525	YES1	3e-22	0.3147
7015	TERT	4e-22	0.2762
4289	MKLN1	6e-22	0.239
221692	PHACTR1	1e-21	0.2366
79987	SVEP1	2e-21	0.3446
204474	PDILT	2e-21	0.2961
144100	PLEKHA7	3e-21	0.2474
84316	NAA38	6e-21	0.383
22834	ZNF652	7e-21	0.233
81575	APOLD1	1e-20	0.2345
63976	PRDM16	2e-20	0.3186
23030	KDM4B	2e-20	0.2228
