Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	1e-200	0.211529
4023	LPL	4e-141	0.19248
2646	GCKR	2.9999999999999996e-76	0.086936
51085	MLXIPL	9.999999999999999e-55	0.104727
85440	DOCK7	5.999999999999999e-54	0.0765835
51129	ANGPTL4	2e-46	0.23552
57794	SUGP1	6e-38	0.112078
22837	COBLL1	8.000000000000001e-24	0.047381
341	APOC1	2.0000000000000002e-23	0.0542012
2590	GALNT2	4e-20	0.0431962
7158	TP53BP1	8e-20	0.133075
146894	CD300LG	6e-17	0.109445
4018	LPA	3e-15	0.101328
84870	RSPO3	6e-15	0.0360027
4299	AFF1	1e-14	0.0363317
3083	HGFAC	3e-13	0.0348214
8289	ARID1A	4e-13	0.112145
3949	LDLR	1e-12	0.0492564
221037	JMJD1C	2e-12	0.0323532
6804	STX1A	2e-10	0.0673006
54536	EXOC6	3e-10	0.0295318
