Entrez	Gene Symbol	Ensembl ID	P-value
221037	JMJD1C	ENSG00000171988	1.08e-06
256126	SYCE2	ENSG00000161860	2.5e-06
84060	RBM48	ENSG00000127993	1.21e-05
57162	PELI1	ENSG00000197329	1.27e-05
347	APOD	ENSG00000189058	1.76e-05
1723	DHODH	ENSG00000102967	2.93e-05
29985	SLC39A3	ENSG00000141873	3.91e-05
390201	OR10V1	ENSG00000172289	4.53e-05
117245	PLAAT5	ENSG00000168004	4.74e-05
22955	SCMH1	ENSG00000010803	4.84e-05
29777	ABT1	ENSG00000146109	5.67e-05
51360	MBTPS2	ENSG00000012174	7.18e-05
5201	PFDN1	ENSG00000113068	7.91e-05
65123	INTS3	ENSG00000262826	8.45e-05
57599	WDR48	ENSG00000114742	9.26e-05
