Entrez	Gene Symbol	P-value	Beta
6927	HNF1A	0.0	0.1272
348	APOE	0.0	0.2447
3570	IL6R	9e-315	0.0827
3557	IL1RN	2e-73	0.0429
114548	NLRP3	4e-52	0.0336
3172	HNF4A	4e-52	0.1005
9628	RGS6	4e-41	0.0301
256227	STEAP1B	3e-34	0.0295
6874	TAF4	8.000000000000001e-34	0.1847
5265	SERPINA1	2e-33	0.1027
84243	ZDHHC18	4e-31	0.0934
406	BMAL1	3e-29	0.0261
7158	TP53BP1	8e-27	0.0834
28	ABO	3e-26	0.0323
2524	FUT2	6e-24	0.0244
8927	BSN	2e-22	0.0244
84456	L3MBTL3	1e-20	0.0238
404037	HAPLN4	1e-19	0.0441
286053	NSMCE2	2e-19	0.0197
79027	ZNF655	2e-18	0.0246
6660	SOX5	8e-18	0.058
79068	FTO	1e-17	0.0209
7132	TNFRSF1A	1e-17	0.0194
5771	PTPN2	1e-16	0.0202
350	APOH	3e-16	0.0582
64231	MS4A6A	4e-15	0.0194
109	ADCY3	1e-14	0.0186
945	CD33	2e-14	0.0197
7319	UBE2A	5e-14	0.0152
6621	SNAPC4	1e-13	0.0179
64283	ARHGEF28	2e-13	0.0178
161882	ZFPM1	1e-12	0.018
122481	AK7	1e-12	0.018
4735	SEPTIN2	2e-12	0.0157
5939	RBMS2	2e-12	0.0228
142678	MIB2	2e-12	0.0178
3566	IL4R	3e-12	0.0156
55844	PPP2R2D	4e-12	0.0152
2444	FRK	7e-12	0.017
6514	SLC2A2	7e-12	0.0255
26575	RGS17	1e-11	0.0159
55209	SETD5	1e-11	0.0246
54093	SETD4	1e-11	0.0183
126231	ZNF573	2e-11	0.0382
3083	HGFAC	2e-11	0.0163
7942	TFEB	3e-11	0.015
6801	STRN	4e-11	0.0144
10992	SF3B2	5e-11	0.0194
5834	PYGB	5e-11	0.0153
7068	THRB	6e-11	0.0153
6767	ST13	6e-11	0.0147
5310	PKD1	8e-11	0.0314
84679	SLC9A7	1e-10	0.0123
728689	EIF3CL	2e-10	0.0165
1523	CUX1	2e-10	0.0158
64771	ILRUN	2e-10	0.016
140609	NEK7	2e-10	0.0201
249	ALPL	3e-10	0.0319
747	DAGLA	3e-10	0.0166
79792	GSDMD	3e-10	0.0158
9429	ABCG2	4e-10	0.0191
8509	NDST2	4e-10	0.0147
26999	CYFIP2	5e-10	0.0332
1952	CELSR2	7e-10	0.0181
4069	LYZ	9e-10	0.0308
2066	ERBB4	1e-09	0.0139
8854	ALDH1A2	1e-09	0.0141
9736	USP34	1e-09	0.0134
90580	TIMM29	2e-09	0.024
3708	ITPR1	2e-09	0.0138
115	ADCY9	2e-09	0.0133
51602	NOP58	3e-09	0.0151
11146	GLMN	3e-09	0.0615
57497	LRFN2	3e-09	0.0136
256356	GK5	3e-09	0.0246
9487	PIGL	3e-09	0.0139
19	ABCA1	4e-09	0.0136
64839	FBXL17	4e-09	0.0158
58985	IL22RA1	4e-09	0.0152
55118	CRTAC1	5e-09	0.0143
111	ADCY5	6e-09	0.0163
288	ANK3	7e-09	0.0148
4780	NFE2L2	7e-09	0.0164
57523	NYNRIN	7e-09	0.0136
1879	EBF1	8e-09	0.0244
55206	SBNO1	8e-09	0.0279
2998	GYS2	9e-09	0.0174
9113	LATS1	9e-09	0.0146
203238	CCDC171	1e-08	0.0139
6536	SLC6A9	1e-08	0.02
10758	TRAF3IP2	1e-08	0.0147
79716	NPEPL1	1e-08	0.0125
55553	SOX6	2e-08	0.014
64798	DEPTOR	2e-08	0.0127
23534	TNPO3	2e-08	0.0121
57187	THOC2	2e-08	0.0106
5725	PTBP1	2e-08	0.0127
54832	VPS13C	2e-08	0.013
8028	MLLT10	3e-08	0.0145
79832	QSER1	4e-08	0.0316
64901	RANBP17	4e-08	0.0147
246213	SLC17A8	4e-08	0.0902
201501	ZBTB7C	4e-08	0.0123
2571	GAD1	5e-08	0.0144
