Entrez	Gene Symbol	P-value	Beta
80339	PNPLA3	1e-300	37.7
221074	SLC39A12	4.000000000000001e-159	26.9
10613	ERLIN1	3e-73	18.1
1435	CSF1	2e-64	16.9
80709	AKNA	1e-51	15.1
152485	ZNF827	5e-46	14.2
9480	ONECUT2	4.000000000000001e-45	14.1
28	ABO	4.999999999999999e-44	13.9
53345	TM6SF2	9e-41	13.4
54899	PXK	4e-40	13.3
24145	PANX1	9e-38	12.8
115548	FCHO2	9e-37	12.7
2683	B4GALT1	8e-33	11.9
2213	FCGR2B	1e-27	10.9
5801	PTPRR	4e-27	10.8
57210	SLC45A4	4.9999999999999996e-26	10.5
203859	ANO5	7.999999999999999e-26	10.5
3626	INHBC	6e-25	10.3
2528	FUT6	8.000000000000001e-24	10.1
9258	MFHAS1	1.0000000000000001e-23	10.0
80303	EFHD1	2.0000000000000002e-23	9.99
9846	GAB2	2.0000000000000002e-23	9.99
4814	NINJ1	1e-22	9.82
10332	CLEC4M	2e-21	9.49
1942	EFNA1	2e-20	9.25
85363	TRIM5	5e-20	9.16
10767	HBS1L	6e-20	9.14
8882	ZPR1	2e-19	9.01
23316	CUX2	2e-18	8.74
6900	CNTN2	1e-17	8.56
6727	SRP14	2e-17	8.48
50619	DEF6	5e-17	8.38
3250	HPR	7e-17	8.35
350	APOH	8e-17	8.33
9231	DLG5	1e-16	8.28
5184	PEPD	2e-16	8.23
80381	CD276	2e-16	8.24
23034	SAMD4A	4e-16	8.14
2621	GAS6	7e-16	8.07
5862	RAB2A	9e-16	8.05
121665	SPPL3	1e-15	8.02
162	AP1B1	5e-15	7.84
57644	MYH7B	8e-15	7.77
6484	ST3GAL4	2e-14	7.66
80201	HKDC1	2e-14	7.68
127	ADH4	3e-14	7.6
54922	RASIP1	3e-14	7.59
29062	WDR91	6e-14	7.51
80833	APOL3	8e-14	7.47
83439	TCF7L1	1e-13	7.4
93974	ATP5IF1	2e-13	7.32
9411	ARHGAP29	2e-13	7.38
8814	CDKL1	3e-13	7.28
23317	DNAJC13	3e-13	7.28
9489	PGS1	7e-13	7.19
1509	CTSD	9e-13	7.14
60495	HPSE2	1e-12	7.11
672	BRCA1	1e-12	7.08
4137	MAPT	2e-12	7.06
57619	SHROOM3	2e-12	7.02
64116	SLC39A8	2e-12	7.07
23221	RHOBTB2	3e-12	6.99
5244	ABCB4	3e-12	7.0
2720	GLB1	8e-12	6.83
64167	ERAP2	8e-12	6.84
6386	SDCBP	1e-11	6.8
4860	PNP	1e-11	6.81
84456	L3MBTL3	1e-11	6.78
56913	C1GALT1	2e-11	6.74
6517	SLC2A4	2e-11	6.71
4676	NAP1L4	2e-11	6.68
10990	LILRB5	3e-11	6.66
79587	CARS2	3e-11	6.65
1512	CTSH	4e-11	6.61
571	BACH1	8e-11	6.5
5869	RAB5B	8e-11	6.5
5468	PPARG	9e-11	6.49
1026	CDKN1A	1e-10	6.44
779	CACNA1S	1e-10	6.47
124245	ZC3H18	1e-10	6.46
55553	SOX6	1e-10	6.43
4140	MARK3	1e-10	6.42
2885	GRB2	2e-10	6.34
27332	ZNF638	2e-10	6.36
114548	NLRP3	2e-10	6.35
64757	MTARC1	3e-10	6.3
256369	CCDC197	4e-10	6.25
2138	EYA1	4e-10	6.27
3075	CFH	4e-10	6.27
118788	PIK3AP1	6e-10	6.19
54879	ST7L	6e-10	6.2
6482	ST3GAL1	7e-10	6.16
10461	MERTK	9e-10	6.13
1436	CSF1R	1e-09	6.05
4055	LTBR	1e-09	6.09
57678	GPAM	1e-09	6.1
286827	TRIM59	2e-09	6.04
50507	NOX4	2e-09	6.04
2444	FRK	2e-09	6.04
5788	PTPRC	3e-09	5.91
19	ABCA1	3e-09	5.96
5315	PKM	4e-09	5.88
4862	NPAS2	5e-09	5.86
114569	MAL2	6e-09	5.81
6928	HNF1B	6e-09	5.83
27134	TJP3	8e-09	5.78
196951	FAM227B	9e-09	5.75
9779	TBC1D5	1e-08	5.69
80014	WWC2	1e-08	5.71
5139	PDE3A	1e-08	5.68
9628	RGS6	2e-08	5.63
23331	TTC28	2e-08	5.6
23438	HARS2	2e-08	5.58
118426	BORCS5	2e-08	5.58
10533	ATG7	2e-08	5.64
64318	NOC3L	2e-08	5.65
80025	PANK2	2e-08	5.64
79961	DENND2D	2e-08	5.64
596	BCL2	2e-08	5.64
284417	TMEM150B	3e-08	5.54
256158	HMCN2	3e-08	5.55
55255	WDR41	3e-08	5.56
10867	TSPAN9	4e-08	5.48
23061	TBC1D9B	4e-08	5.51
3083	HGFAC	4e-08	5.51
