Entrez	Gene Symbol	P-value	Beta
1191	CLU	2e-37	
10347	ABCA7	3.9999999999999997e-32	
64231	MS4A6A	1.9999999999999998e-26	
83464	APH1B	4e-20	
6653	SORL1	3e-19	
5379	PMS2P1	2e-17	
3635	INPP5D	2e-16	
123041	SLC24A4	7e-16	
57091	CASS4	1e-15	
81619	TSPAN14	1e-15	
2896	GRN	2e-15	
1636	ACE	2e-15	
2185	PTK2B	3e-15	
79865	TREML2	2e-14	
23607	CD2AP	8e-14	
7473	WNT3	3e-12	
351	APP	1e-11	
8448	DOC2A	2e-11	
255426	RASGEF1C	2e-11	
10979	FERMT2	1e-10	
5336	PLCG2	1e-10	
375686	SPATC1	6e-10	
399	RHOH	4e-09	
146547	PRSS36	5e-09	
1508	CTSB	6e-09	
57455	REXO1	1e-08	
221895	JAZF1	1e-08	
9507	ADAMTS4	2e-08	
54664	TMEM106B	2e-08	
130026	ICA1L	3e-08	
9881	TRANK1	7e-08	
729852	UMAD1	1e-07	
53373	TPCN1	2e-07	
59338	PLEKHA1	3e-07	
19	ABCA1	3e-07	
10616	RBCK1	3e-07	
10318	TNIP1	5e-07	
29760	BLNK	7e-07	
56731	SLC2A4RG	9e-07	
6642	SNX1	1e-06	
3382	ICA1	3e-06	
23683	PRKD3	4e-06	
114132	SIGLEC11	7e-06	
1512	CTSH	1e-05	
