Entrez	Gene Symbol	P-value	Beta
9415	FADS2	8.000000000000001e-159	0.1103
4023	LPL	2e-79	0.0834
8882	ZPR1	8e-44	0.0768
9388	LIPG	3e-43	0.271
19	ABCA1	3e-41	0.0634
51129	ANGPTL4	6e-34	0.1826
51085	MLXIPL	2e-33	0.0714
146894	CD300LG	2e-33	0.1468
348	APOE	3e-30	0.0906
10062	NR1H3	3e-25	0.0429
338	APOB	2.0000000000000002e-23	0.0463
57610	RANBP10	3e-22	0.0606
2590	GALNT2	7e-21	0.0374
6311	ATXN2	2e-19	0.0369
57678	GPAM	4e-19	0.04
949	SCARB1	5e-19	0.0382
57572	DOCK6	2e-18	0.0766
64241	ABCG8	8e-18	0.0391
64757	MTARC1	2e-17	0.0366
22837	COBLL1	6e-17	0.0518
7332	UBE2L3	1e-16	0.0397
255738	PCSK9	2e-16	0.1195
64116	SLC39A8	4e-16	0.0764
158219	TTC39B	1e-13	0.0435
1374	CPT1A	2e-13	0.0548
1615	DARS1	6e-13	0.0321
4018	LPA	1e-12	0.0495
89910	UBE3B	2e-12	0.028
1810	DR1	5e-12	0.0344
23161	SNX13	2e-11	0.0277
115548	FCHO2	3e-11	0.0262
90639	COX19	6e-11	0.0301
5879	RAC1	8e-11	0.0265
5468	PPARG	9e-11	0.13
220972	MARCHF8	1e-10	0.0292
55607	PPP1R9A	2e-10	0.0262
2646	GCKR	2e-10	0.0256
54887	BLTP3A	3e-10	0.0385
221035	REEP3	3e-10	0.0252
84870	RSPO3	5e-10	0.025
7227	TRPS1	9e-10	0.0255
25777	SUN2	1e-09	0.0307
