Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
587	BCAT2	ENSG00000105552	2.35e-108
23624	CBLC	ENSG00000142273	8.27e-93
255738	PCSK9	ENSG00000169174	4.37e-84
338	APOB	ENSG00000084674	1.01e-63
5817	PVR	ENSG00000073008	2.32e-39
3949	LDLR	ENSG00000130164	9.71e-35
4023	LPL	ENSG00000175445	2.7200000000000004e-27
10087	CERT1	ENSG00000113163	1.4100000000000001e-22
64241	ABCG8	ENSG00000143921	2.04e-22
53345	TM6SF2	ENSG00000213996	4.78e-22
64240	ABCG5	ENSG00000138075	1.97e-20
1463	NCAN	ENSG00000130287	6.27e-20
134359	POC5	ENSG00000152359	7.52e-19
9388	LIPG	ENSG00000101670	5.02e-18
146894	CD300LG	ENSG00000161649	8.5e-17
125931	CEACAM20	ENSG00000273777	8.92e-17
57678	GPAM	ENSG00000119927	3.45e-16
343263	MYBPHL	ENSG00000221986	7.2e-16
221037	JMJD1C	ENSG00000171988	8.6e-16
256006	ANKRD31	ENSG00000145700	2.53e-15
51085	MLXIPL	ENSG00000009950	1.39e-13
51129	ANGPTL4	ENSG00000167772	1.68e-12
23461	ABCA5	ENSG00000154265	2.69e-12
94039	ZNF101	ENSG00000181896	3.16e-12
3837	KPNB1	ENSG00000108424	5.54e-12
9031	BAZ1B	ENSG00000009954	2.08e-11
10019	SH2B3	ENSG00000111252	5.89e-11
2524	FUT2	ENSG00000176920	8.31e-11
169436	STKLD1	ENSG00000281245	1.52e-10
6927	HNF1A	ENSG00000135100	4.32e-10
284612	SYPL2	ENSG00000143028	4.85e-10
353355	ZNF233	ENSG00000159915	6.58e-10
27329	ANGPTL3	ENSG00000132855	8.46e-10
7772	ZNF229	ENSG00000278318	1.97e-09
7771	ZNF112	ENSG00000062370	4.08e-09
350	APOH	ENSG00000091583	6.82e-09
29881	NPC1L1	ENSG00000015520	1.94e-06
