Entrez	Gene Symbol	Ensembl ID	P-value
4041	LRP5	ENSG00000162337	2.7999999999999997e-60
54461	FBXW5	ENSG00000159069	5.1e-17
64388	GREM2	ENSG00000180875	2.8e-12
23705	CADM1	ENSG00000182985	3.8e-11
56955	MEPE	ENSG00000152595	1.5e-10
1588	CYP19A1	ENSG00000137869	3.6e-10
80067	DCAF17	ENSG00000115827	3.3e-09
1374	CPT1A	ENSG00000110090	1.3e-07
54850	FBXL12	ENSG00000127452	2e-07
114990	VASN	ENSG00000274334	2.4e-07
23166	STAB1	ENSG00000010327	4e-07
22955	SCMH1	ENSG00000010803	4.4e-07
6694	SPP2	ENSG00000072080	4.4e-07
54436	SH3TC1	ENSG00000125089	1.2e-06
2139	EYA2	ENSG00000064655	1.4e-06
135228	CD109	ENSG00000156535	1.6e-06
4038	LRP4	ENSG00000134569	1.9e-06
121340	SP7	ENSG00000170374	1.9e-06
