Entrez	Gene Symbol	Ensembl ID	P-value
255738	PCSK9	ENSG00000169174	1.729e-19
8882	ZPR1	ENSG00000109917	3.475e-14
116519	APOA5	ENSG00000110243	3.419e-13
84811	BUD13	ENSG00000137656	1.668e-12
10053	AP1M2	ENSG00000129354	2.7e-12
3949	LDLR	ENSG00000130164	2.798e-11
348	APOE	ENSG00000130203	5.807e-11
345	APOC3	ENSG00000110245	4.439e-10
53345	TM6SF2	ENSG00000213996	9.752e-10
338	APOB	ENSG00000084674	1.401e-09
23358	USP24	ENSG00000162402	2.763e-09
27329	ANGPTL3	ENSG00000132855	3.192e-09
85440	DOCK7	ENSG00000116641	3.502e-09
7398	USP1	ENSG00000162607	4.21e-09
91120	ZNF682	ENSG00000197124	1.071e-08
5473	PPBP	ENSG00000163736	1.126e-08
10452	TOMM40	ENSG00000130204	1.661e-08
5196	PF4	ENSG00000163737	1.369e-07
57794	SUGP1	ENSG00000105705	2.685e-07
1463	NCAN	ENSG00000130287	2.697e-07
56242	ZNF253	ENSG00000256771	3.211e-07
338094	FAM151A	ENSG00000162391	3.3311e-07
6597	SMARCA4	ENSG00000127616	3.539e-07
