Entrez	Gene Symbol	Ensembl ID	P-value
23765	IL17RA	ENSG00000177663	2.2300000000000002e-307
4353	MPO	ENSG00000005381	2.42e-50
3717	JAK2	ENSG00000096968	2.4e-47
23495	TNFRSF13B	ENSG00000240505	1.36e-40
1053	CEBPE	ENSG00000092067	8.21e-34
54790	TET2	ENSG00000168769	9.81e-31
729230	CCR2	ENSG00000121807	4.68e-19
2322	FLT3	ENSG00000122025	6.18e-18
9938	ARHGAP25	ENSG00000163219	2.45e-17
4851	NOTCH1	ENSG00000148400	1.03e-15
10019	SH2B3	ENSG00000111252	5.06e-14
8877	SPHK1	ENSG00000176170	1.11e-12
4864	NPC1	ENSG00000141458	2.06e-12
64333	ARHGAP9	ENSG00000123329	2.42e-12
