Entrez	Gene Symbol	Ensembl ID	P-value
3043	HBB	ENSG00000244734	6.53e-227
2766	GMPR	ENSG00000137198	8.44e-126
10661	KLF1	ENSG00000105610	6.54e-96
164656	TMPRSS6	ENSG00000187045	5.4e-71
7037	TFRC	ENSG00000072274	5.68e-55
7036	TFR2	ENSG00000106327	9.7e-42
3040	HBA2	ENSG00000188536	6.73e-41
8131	NPRL3	ENSG00000103148	5.76e-31
79733	E2F8	ENSG00000129173	8.39e-27
5426	POLE	ENSG00000177084	1.64e-26
3313	HSPA9	ENSG00000113013	1.3399999999999999e-24
79866	BORA	ENSG00000136122	2.07e-21
11200	CHEK2	ENSG00000183765	2.39e-21
9440	MED17	ENSG00000042429	2.6e-20
23451	SF3B1	ENSG00000115524	4.3e-20
63922	CHTF18	ENSG00000127586	1.3e-19
253725	WASHC2C	ENSG00000172661	2e-19
51750	RTEL1	ENSG00000258366	1.29e-18
7015	TERT	ENSG00000164362	9.46e-18
1677	DFFB	ENSG00000169598	2.17e-16
212	ALAS2	ENSG00000158578	5e-16
56997	COQ8A	ENSG00000163050	9.07e-16
2782	GNB1	ENSG00000078369	8.76e-15
6241	RRM2	ENSG00000171848	2.37e-14
23253	ANKRD12	ENSG00000101745	3.17e-14
23456	ABCB10	ENSG00000135776	3.22e-14
5933	RBL1	ENSG00000080839	7.02e-14
5073	PARN	ENSG00000274829	8.73e-14
6199	RPS6KB2	ENSG00000175634	1.57e-13
1874	E2F4	ENSG00000205250	4.04e-13
56254	RNF20	ENSG00000155827	5.63e-13
51327	AHSP	ENSG00000169877	1.08e-12
4864	NPC1	ENSG00000141458	3.97e-12
171023	ASXL1	ENSG00000171456	6.34e-12
6521	SLC4A1	ENSG00000004939	9.17e-12
63967	CLSPN	ENSG00000092853	9.89e-12
