Entrez	Gene Symbol	Ensembl ID	P-value
54790	TET2	ENSG00000168769	7.5e-06
26960	NBEA	ENSG00000172915	9.8e-06
8435	SOAT2	ENSG00000167780	1.22e-05
55798	METTL2B	ENSG00000165055	1.31e-05
23498	HAAO	ENSG00000162882	3.54e-05
6549	SLC9A2	ENSG00000115616	4.83e-05
51428	DDX41	ENSG00000183258	4.88e-05
5082	PDCL	ENSG00000136940	5.38e-05
57169	ZNFX1	ENSG00000124201	6.37e-05
23152	CIC	ENSG00000079432	7.58e-05
326	AIRE	ENSG00000160224	7.6e-05
4682	NUBP1	ENSG00000103274	7.68e-05
10765	KDM5B	ENSG00000117139	7.9e-05
79066	METTL16	ENSG00000127804	8.4e-05
309	ANXA6	ENSG00000197043	9.09e-05
