Entrez	Gene Symbol	Ensembl ID	P-value
346157	ZNF391	ENSG00000124613	4.3e-26
170680	PSORS1C2	ENSG00000234605	8.36e-26
84547	PGBD1	ENSG00000137338	5.04e-24
81697	OR2B2	ENSG00000168131	1.36e-23
10385	BTN2A2	ENSG00000124508	8.02e-21
9753	ZSCAN12	ENSG00000158691	5.12e-20
85235	H2AC12	ENSG00000274997	3.72e-19
94026	POM121L2	ENSG00000158553	1.28e-18
8361	H4C6	ENSG00000274618	1.39e-18
90865	IL33	ENSG00000137033	2.19e-18
29777	ABT1	ENSG00000146109	4.12e-18
11118	BTN3A2	ENSG00000186470	1.23e-17
11120	BTN2A1	ENSG00000112763	1.65e-17
8353	H3C6	ENSG00000274750	1.76e-17
8342	H2BC14	ENSG00000273703	4.32e-17
10384	BTN3A3	ENSG00000111801	5.36e-17
2882	GPX7	ENSG00000116157	5.4e-17
8969	H2AC11	ENSG00000196787	2.71e-16
3024	H1-1	ENSG00000124610	4.17e-16
222698	NKAPL	ENSG00000189134	9.19e-16
387032	ZKSCAN4	ENSG00000187626	1.14e-15
3010	H1-6	ENSG00000187475	5.17e-15
8343	H2BC7	ENSG00000277224	1.05e-13
7746	ZSCAN9	ENSG00000137185	2.89e-13
696	BTN1A1	ENSG00000124557	4.33e-13
10279	PRSS16	ENSG00000112812	1.66e-12
8330	H2AC15	ENSG00000275221	8.31e-11
8348	H2BC17	ENSG00000274641	2.9e-10
222696	ZSCAN23	ENSG00000187987	7.33e-10
26212	OR2B6	ENSG00000124657	2.21e-08
8328	GFI1B	ENSG00000165702	1.93e-07
7745	ZKSCAN8	ENSG00000198315	2.26e-07
22895	RPH3A	ENSG00000089169	2.27e-07
