Entrez	Gene Symbol	P-value	Beta
1235	CCR6	4e-40	0.86
79722	ANKRD55	1.9999999999999998e-26	0.82
23569	PADI4	3.9999999999999996e-26	0.88
84159	ARID5B	3e-25	1.16
10125	RASGRP1	5e-24	0.88
4204	MECP2	4e-22	1.15
9145	SYNGR1	2e-20	1.14
57511	COG6	2e-19	0.89
3899	AFF3	2e-18	1.1
640	BLK	2e-18	1.12
958	CD40	1e-16	0.9
7297	TYK2	1e-15	0.68
3559	IL2RA	2e-15	1.1
200734	SPRED2	1e-14	0.9
5771	PTPN2	3e-14	0.91
5890	RAD51B	1e-13	1.11
53347	UBASH3A	2e-13	1.1
57705	WDFY4	1e-12	0.92
677	ZFP36L1	6e-12	1.08
4520	MTF1	2e-11	1.1
861	RUNX1	9e-11	1.08
116985	ARAP1	1e-10	0.88
7332	UBE2L3	1e-10	1.09
3570	IL6R	1e-10	0.93
115352	FCRL3	1e-10	1.08
7185	TRAF1	1e-10	0.92
8826	IQGAP1	2e-10	1.12
23228	PLCL2	2e-10	0.93
23075	SWAP70	3e-10	1.09
124626	ZPBP2	3e-10	0.93
23308	ICOSLG	4e-10	0.91
90355	MACIR	4e-10	1.1
5588	PRKCQ	6e-10	0.92
3609	ILF3	1e-09	0.68
7292	TNFSF4	2e-09	0.92
10563	CXCL13	2e-09	1.54
11240	PADI2	2e-09	0.081
51061	TXNDC11	4e-09	1.07
6311	ATXN2	4e-09	1.32
9474	ATG5	4e-09	1.11
221895	JAZF1	5e-09	0.92
219790	RTKN2	9e-09	0.103
1021	CDK6	1e-08	0.92
5579	PRKCB	2e-08	0.91
27127	SMC1B	2e-08	1.1
115509	ZNF689	3e-08	1.09
219931	TPCN2	4e-08	0.91
1611	DAP	5e-08	0.94
