Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	3e-185	0.194143
4023	LPL	3e-172	0.210806
51129	ANGPTL4	5e-67	0.280757
338	APOB	4e-55	0.0875901
9415	FADS2	2e-44	0.0664426
85440	DOCK7	6e-41	0.0637448
2646	GCKR	3e-37	0.0591891
8854	ALDH1A2	5.0000000000000005e-37	0.0603484
146894	CD300LG	1.9999999999999997e-28	0.14285
7158	TP53BP1	1e-27	0.157071
22837	COBLL1	5e-24	0.0470019
4299	AFF1	3e-18	0.0404235
55167	MSL2	1e-16	0.0477167
10351	ABCA8	5e-14	0.0721468
80790	CMIP	6e-14	0.0371342
144347	RFLNA	2e-13	0.0342584
10726	NUDC	5e-13	0.0621148
84870	RSPO3	1e-12	0.0327757
3931	LCAT	3e-12	0.0877025
1643	DDB2	5e-12	0.0429775
2590	GALNT2	9e-12	0.0317378
3626	INHBC	1e-11	0.0359912
9159	PCSK7	1e-11	0.06121
5819	NECTIN2	3e-11	0.0561151
57794	SUGP1	4e-11	0.0567866
158219	TTC39B	1e-10	0.0423473
64116	SLC39A8	1e-10	0.0552683
