Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
587	BCAT2	ENSG00000105552	9.47e-101
338	APOB	ENSG00000084674	1.88e-89
23624	CBLC	ENSG00000142273	4.37e-87
255738	PCSK9	ENSG00000169174	2.12e-79
5817	PVR	ENSG00000073008	8.67e-38
3949	LDLR	ENSG00000130164	1.71e-32
53345	TM6SF2	ENSG00000213996	4.85e-30
1463	NCAN	ENSG00000130287	8.240000000000001e-27
78992	YIPF2	ENSG00000130733	2.59e-24
728780	ANKDD1B	ENSG00000189045	5.299999999999999e-23
10087	CERT1	ENSG00000113163	6.25e-23
343263	MYBPHL	ENSG00000221986	1.38e-21
64241	ABCG8	ENSG00000143921	4.2e-20
11183	MAP4K5	ENSG00000012983	1.14e-18
64240	ABCG5	ENSG00000138075	1.88e-18
23460	ABCA6	ENSG00000154262	4.32e-18
134359	POC5	ENSG00000152359	1.2e-17
256006	ANKRD31	ENSG00000145700	6.66e-16
125931	CEACAM20	ENSG00000273777	5.74e-15
94039	ZNF101	ENSG00000181896	3.62e-14
3837	KPNB1	ENSG00000108424	1.76e-13
284612	SYPL2	ENSG00000143028	1.43e-12
2524	FUT2	ENSG00000176920	4.5e-12
84226	C2orf16	ENSG00000221843	1.27e-11
169436	STKLD1	ENSG00000281245	2.75e-11
26762	HAVCR1	ENSG00000113249	3.74e-11
1952	CELSR2	ENSG00000143126	1.13e-10
11321	GPN1	ENSG00000198522	1.35e-10
6580	SLC22A1	ENSG00000175003	4.55e-10
353355	ZNF233	ENSG00000159915	4.92e-09
27329	ANGPTL3	ENSG00000132855	7.12e-09
7772	ZNF229	ENSG00000278318	1.35e-07
85302	FBF1	ENSG00000188878	1.97e-06
