Entrez	Gene Symbol	Ensembl ID	P-value
343406	OR10R2	ENSG00000198965	1.1e-37
2993	GYPA	ENSG00000170180	6.299999999999999e-23
286	ANK1	ENSG00000029534	1.7e-20
57217	TTC7A	ENSG00000068724	1e-19
79866	BORA	ENSG00000136122	3e-18
759	CA1	ENSG00000133742	5.8e-17
345	APOC3	ENSG00000110245	1e-14
79006	METRN	ENSG00000103260	3.6e-14
8877	SPHK1	ENSG00000176170	1.1e-13
896	CCND3	ENSG00000112576	1.1e-11
6199	RPS6KB2	ENSG00000175634	1.3e-11
25914	RTTN	ENSG00000176225	1.7e-11
645	BLVRB	ENSG00000090013	1.8e-11
6005	RHAG	ENSG00000112077	5.1e-10
81442	OR6N2	ENSG00000188340	1.1e-09
2038	EPB42	ENSG00000166947	1.3e-09
81448	OR6K2	ENSG00000196171	5.4e-09
6521	SLC4A1	ENSG00000004939	7e-09
1890	TYMP	ENSG00000025708	1.1e-08
540	ATP7B	ENSG00000123191	2e-08
5933	RBL1	ENSG00000080839	3.7e-08
2120	ETV6	ENSG00000139083	4.4e-08
159296	NKX2-3	ENSG00000119919	7.1e-08
10058	ABCB6	ENSG00000115657	1.1e-07
222698	NKAPL	ENSG00000189134	1.5e-07
51727	CMPK1	ENSG00000162368	3.8e-07
124491	TMEM170A	ENSG00000166822	4.1e-07
79591	ARMH3	ENSG00000120029	4.2e-07
283450	HECTD4	ENSG00000173064	5.5e-07
5198	PFAS	ENSG00000178921	6e-07
23640	HSPBP1	ENSG00000133265	8e-07
79671	NLRX1	ENSG00000160703	8.3e-07
2766	GMPR	ENSG00000137198	9.2e-07
80262	PHAF1	ENSG00000125149	1.5e-06
8780	RIOK3	ENSG00000101782	1.5e-06
51171	HSD17B14	ENSG00000087076	1.6e-06
