Entrez	Gene Symbol	P-value	Beta
79068	FTO	3e-50	0.3207
5468	PPARG	4e-17	0.27358
57188	ADAMTSL3	1e-15	0.18038
80726	IQCN	2e-15	0.17296
203238	CCDC171	3e-15	0.17383
8344	H2BC6	3e-15	0.18975
9671	WSCD2	2e-13	0.17762
22837	COBLL1	4e-13	0.15706
10903	MTMR11	3e-11	0.14279
27143	PALD1	1e-10	0.15315
115	ADCY9	1e-10	0.13982
1434	CSE1L	3e-10	0.14468
5184	PEPD	3e-10	0.14041
9312	KCNB2	4e-10	0.14593
64116	SLC39A8	4e-10	0.30825
83873	GPR61	7e-10	0.40958
8428	STK24	8e-10	0.14263
9807	IP6K1	8e-10	0.13837
10207	PATJ	1e-09	0.27562
2696	GIPR	2e-09	0.15946
254042	METAP1D	2e-09	0.13784
9637	FEZ2	2e-09	0.13068
2186	BPTF	5e-09	0.15811
158038	LINGO2	6e-09	0.13113
57578	UNC79	1e-08	0.12009
8019	BRD3	1e-08	0.12188
26289	AK5	1e-08	0.1857
8028	MLLT10	1e-08	0.12858
57698	SHTN1	4e-08	0.13779
7916	PRRC2A	5e-08	0.12785
23608	MKRN1	9e-08	0.15248
23312	DMXL2	1e-07	0.13945
2673	GFPT1	1e-07	0.11318
