Entrez	Gene Symbol	Ensembl ID	P-value
8877	SPHK1	ENSG00000176170	3.3e-44
23495	TNFRSF13B	ENSG00000240505	1.8e-39
11200	CHEK2	ENSG00000183765	6.8e-21
4683	NBN	ENSG00000104320	9.700000000000002e-21
10019	SH2B3	ENSG00000111252	6.7e-19
177	AGER	ENSG00000237405	2.5e-16
5341	PLEK	ENSG00000115956	1.2e-15
9294	S1PR2	ENSG00000267534	2.6e-12
3107	HLA-C	ENSG00000237022	2.9e-11
56244	BTNL2	ENSG00000275798	9e-11
7297	TYK2	ENSG00000105397	9.8e-11
54518	APBB1IP	ENSG00000077420	1.6e-10
388931	MFSD2B	ENSG00000205639	5.3e-10
79969	ATAT1	ENSG00000235658	1.1e-09
472	ATM	ENSG00000149311	1.9e-09
2794	GNL1	ENSG00000235986	2e-09
1589	CYP21A2	ENSG00000235134	7.4e-09
59307	SIGIRR	ENSG00000185187	1.7e-08
3383	ICAM1	ENSG00000090339	2.7e-08
81696	OR5V1	ENSG00000243729	6.5e-08
9046	DOK2	ENSG00000147443	8.7e-08
167465	ZNF366	ENSG00000178175	9e-08
4855	NOTCH4	ENSG00000238196	1.2e-07
3574	IL7	ENSG00000104432	1.3e-07
27250	PDCD4	ENSG00000150593	1.7e-07
283450	HECTD4	ENSG00000173064	1.8e-07
1901	S1PR1	ENSG00000170989	2.8e-07
64135	IFIH1	ENSG00000115267	3e-07
374403	TBC1D10C	ENSG00000175463	4.2e-07
3689	ITGB2	ENSG00000160255	4.2e-07
80724	ACAD10	ENSG00000111271	4.5e-07
3120	HLA-DQB2	ENSG00000232629	4.6e-07
51744	CD244	ENSG00000122223	6.8e-07
55619	DOCK10	ENSG00000135905	6.9e-07
7706	TRIM25	ENSG00000121060	9e-07
64147	KIF9	ENSG00000088727	1.2e-06
121599	SPIC	ENSG00000166211	1.9e-06
7916	PRRC2A	ENSG00000231825	2e-06
