Entrez	Gene Symbol	Ensembl ID	P-value
221188	ADGRG5	ENSG00000159618	2.33e-06
248	ALPI	ENSG00000163295	2.71e-06
375748	ERCC6L2	ENSG00000182150	8.49e-06
56341	PRMT8	ENSG00000111218	1.32e-05
84816	RTN4IP1	ENSG00000130347	2.11e-05
55917	CTTNBP2NL	ENSG00000143079	2.99e-05
26998	FETUB	ENSG00000090512	3.58e-05
284417	TMEM150B	ENSG00000180061	4.1e-05
1952	CELSR2	ENSG00000143126	4.31e-05
121364	OR10A7	ENSG00000179919	4.59e-05
57410	SCYL1	ENSG00000142186	4.71e-05
9863	MAGI2	ENSG00000187391	7.45e-05
116931	MED12L	ENSG00000144893	7.94e-05
51085	MLXIPL	ENSG00000009950	8.85e-05
91662	NLRP12	ENSG00000142405	8.86e-05
