Entrez	Gene Symbol	P-value	Beta
23495	TNFRSF13B	2e-146	0.1089
2217	FCGRT	9e-113	0.3042
2646	GCKR	3e-58	0.0413
5265	SERPINA1	3e-56	0.1428
29886	SNX8	2e-55	0.3223
84824	FCRLA	5e-34	0.0371
23186	RCOR1	1.9999999999999998e-26	0.0488
7473	WNT3	6e-24	0.0297
3083	HGFAC	5e-23	0.0412
2322	FLT3	1e-22	0.0777
79722	ANKRD55	2e-22	0.0346
150280	HORMAD2	4e-20	0.0312
8669	EIF3J	9e-20	0.0759
127943	FCRLB	1e-19	0.0682
5608	MAP2K6	1e-19	0.0712
8890	EIF2B4	3e-19	0.024
2213	FCGR2B	9e-19	0.0945
7090	TLE3	1e-18	0.0258
5345	SERPINF2	3e-18	0.0275
6311	ATXN2	8e-18	0.0217
22926	ATF6	1e-17	0.0998
125	ADH1B	1e-17	0.0697
640	BLK	1e-17	0.0252
5191	PEX7	2e-17	0.0219
55582	KIF27	1e-16	0.0251
3662	IRF4	2e-16	0.0366
9415	FADS2	4e-16	0.0305
10320	IKZF1	6e-16	0.0205
2523	FUT1	7e-16	0.0223
84991	RBM17	1e-14	0.0349
864	RUNX3	2e-14	0.0193
83596	BCL2L12	2e-14	0.0598
5430	POLR2A	3e-14	0.0663
23526	ARHGAP45	4e-14	0.0331
596	BCL2	7e-14	0.0471
126133	ALDH16A1	1e-13	0.0497
9101	USP8	2e-13	0.0315
7015	TERT	3e-13	0.0206
7187	TRAF3	3e-13	0.0555
23118	TAB2	3e-13	0.0245
55876	GSDMB	1e-12	0.0453
4926	NUMA1	3e-12	0.0175
8654	PDE5A	3e-12	0.022
9315	NREP	4e-12	0.0224
23499	MACF1	5e-12	0.0213
6480	ST6GAL1	6e-12	0.0184
1235	CCR6	6e-12	0.0173
2542	SLC37A4	7e-12	0.0175
825	CAPN3	8e-12	0.0626
79968	WDR76	1e-11	0.0289
9020	MAP3K14	1e-11	0.0195
60385	TSKS	1e-11	0.0495
8897	MTMR3	1e-11	0.0196
51654	CDK5RAP1	3e-11	0.027
57479	PRR12	3e-11	0.0381
7157	TP53	3e-11	0.019
7529	YWHAB	4e-11	0.0252
2150	F2RL1	4e-11	0.0561
5498	PPOX	5e-11	0.0575
8942	KYNU	6e-11	0.0246
3822	KLRC2	8e-11	0.0241
80018	NAA25	1e-10	0.0376
2524	FUT2	1e-10	0.0232
51341	ZBTB7A	1e-10	0.0202
6198	RPS6KB1	1e-10	0.0464
5781	PTPN11	1e-10	0.0388
57210	SLC45A4	1e-10	0.0162
4671	NAIP	2e-10	0.0164
54480	CHPF2	2e-10	0.025
286046	XKR6	2e-10	0.0189
221074	SLC39A12	2e-10	0.0174
84433	CARD11	3e-10	0.0171
8309	ACOX2	3e-10	0.021
1435	CSF1	3e-10	0.022
124997	WDR81	3e-10	0.0179
146206	CARMIL2	5e-10	0.0331
25853	DCAF12	5e-10	0.0231
81035	COLEC12	8e-10	0.0197
653567	TMEM236	8e-10	0.02
9641	IKBKE	9e-10	0.0162
4360	MRC1	9e-10	0.0203
5801	PTPRR	1e-09	0.0153
28	ABO	1e-09	0.0306
79987	SVEP1	1e-09	0.045
60313	GPBP1L1	1e-09	0.0157
55909	BIN3	2e-09	0.0158
9895	TECPR2	2e-09	0.0315
2099	ESR1	3e-09	0.0165
5890	RAD51B	3e-09	0.019
1436	CSF1R	3e-09	0.0919
4690	NCK1	3e-09	0.0182
100505591	LRRC3C	3e-09	0.018
4547	MTTP	4e-09	0.052
1282	COL4A1	4e-09	0.0157
3320	HSP90AA1	4e-09	0.0322
7535	ZAP70	5e-09	0.0188
1021	CDK6	5e-09	0.0166
6310	ATXN1	5e-09	0.0151
5314	PKHD1	5e-09	0.0146
