Entrez	Gene Symbol	P-value	Beta
79068	FTO	6e-25	0.2024
23017	FAIM2	6e-15	0.1546
109	ADCY3	1e-11	0.1306
7021	TFAP2B	3e-08	0.1352
2825	CMKLR2	5e-08	0.2699
2395	FXN	3e-07	0.9141
4928	NUP98	4e-07	0.6942
196074	METTL15	5e-07	0.0994
58155	PTBP2	1e-06	0.1162
22832	CEP162	1e-06	0.1433
83716	CRISPLD2	1e-06	0.5027
3084	NRG1	2e-06	0.0951
283111	OR51V1	3e-06	0.4498
57482	CRACD	4e-06	1.0557
84433	CARD11	4e-06	1.0259
56547	MMP26	4e-06	0.4499
6817	SULT1A1	4e-06	0.0935
63976	PRDM16	5e-06	0.5554
168667	BMPER	5e-06	0.409
143384	CACUL1	8e-06	0.1358
