Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	1e-200	0.210808
4023	LPL	5e-178	0.21146
51129	ANGPTL4	9e-79	0.301736
9415	FADS2	3e-63	0.0789015
2646	GCKR	8e-61	0.0756271
51085	MLXIPL	3e-56	0.103888
338	APOB	1.9999999999999998e-54	0.086046
85440	DOCK7	5e-42	0.0639401
146894	CD300LG	7e-37	0.162145
22837	COBLL1	4e-20	0.0422277
7158	TP53BP1	1e-18	0.125442
80790	CMIP	3e-15	0.0386686
4299	AFF1	3e-14	0.0347369
144347	RFLNA	2e-12	0.0324544
2590	GALNT2	3e-12	0.0321268
8289	ARID1A	9e-12	0.102833
3931	LCAT	2e-11	0.0828799
8567	MADD	8e-11	0.0340428
6804	STX1A	3e-10	0.0655938
3626	INHBC	5e-10	0.0325539
6002	RGS12	5e-10	0.0349221
