Entrez	Gene Symbol	Ensembl ID	P-value
1071	CETP	ENSG00000087237	0.0
348	APOE	ENSG00000130203	7.65e-268
4318	MMP9	ENSG00000100985	5.88e-114
345	APOC3	ENSG00000110245	1.0400000000000001e-107
335	APOA1	ENSG00000118137	1.53e-88
11183	MAP4K5	ENSG00000012983	3.68e-59
5476	CTSA	ENSG00000064601	7.28e-56
51085	MLXIPL	ENSG00000009950	3.09e-53
140831	ZSWIM3	ENSG00000132801	1.81e-51
9031	BAZ1B	ENSG00000009954	5.97e-48
5049	PAFAH1B2	ENSG00000168092	1.44e-32
3990	LIPC	ENSG00000166035	4.21e-29
116519	APOA5	ENSG00000110243	5.72e-29
8882	ZPR1	ENSG00000109917	2.45e-28
84226	C2orf16	ENSG00000221843	3.520000000000001e-27
5360	PLTP	ENSG00000100979	2.03e-26
11321	GPN1	ENSG00000198522	2.63e-26
90199	WFDC8	ENSG00000158901	1.49e-25
84811	BUD13	ENSG00000137656	2.42e-25
949	SCARB1	ENSG00000073060	9.09e-25
9709	HERPUD1	ENSG00000051108	1.3800000000000001e-22
255738	PCSK9	ENSG00000169174	8.48e-22
587	BCAT2	ENSG00000105552	4.33e-21
146894	CD300LG	ENSG00000161649	3.65e-20
63925	ZNF335	ENSG00000198026	1.32e-19
8890	EIF2B4	ENSG00000115211	1.87e-19
22837	COBLL1	ENSG00000082438	1.2e-18
10816	SPINT3	ENSG00000101446	2.13e-18
26160	IFT172	ENSG00000138002	8.1e-18
391253	SPINT4	ENSG00000149651	1.24e-17
259240	WFDC9	ENSG00000180205	1.64e-17
338	APOB	ENSG00000084674	1.32e-16
57468	SLC12A5	ENSG00000124140	2e-16
23624	CBLC	ENSG00000142273	5.51e-16
6559	SLC12A3	ENSG00000070915	1.45e-15
8567	MADD	ENSG00000110514	3.98e-15
140825	NEURL2	ENSG00000124257	6.91e-14
3931	LCAT	ENSG00000213398	2.12e-13
140686	WFDC3	ENSG00000124116	2.45e-13
10062	NR1H3	ENSG00000025434	3.34e-13
53	ACP2	ENSG00000134575	5.95e-13
5140	PDE3B	ENSG00000152270	6.6e-13
9507	ADAMTS4	ENSG00000158859	6.13e-12
432	ASGR1	ENSG00000141505	1.97e-11
3949	LDLR	ENSG00000130164	2.23e-11
90204	ZSWIM1	ENSG00000168612	2.48e-11
55861	DBNDD2	ENSG00000244274	3.57e-11
83650	SLC35G5	ENSG00000285084	1.1e-10
2147	F2	ENSG00000180210	1.13e-10
79797	ZNF408	ENSG00000175213	1.16e-10
57159	TRIM54	ENSG00000138100	1.25e-10
4038	LRP4	ENSG00000134569	2.96e-10
57678	GPAM	ENSG00000119927	3.1e-10
3172	HNF4A	ENSG00000101076	3.27e-10
83706	FERMT3	ENSG00000149781	3.73e-10
5331	PLCB3	ENSG00000149782	4.13e-10
23173	METAP1	ENSG00000164024	5.3e-10
10948	STARD3	ENSG00000131748	7.01e-10
5444	PON1	ENSG00000005421	9.01e-10
9026	HIP1R	ENSG00000130787	1.06e-09
127	ADH4	ENSG00000198099	1.35e-09
55062	WIPI1	ENSG00000070540	1.43e-09
80212	CCDC92	ENSG00000275035	1.98e-09
54905	CYP2W1	ENSG00000073067	2.59e-09
5817	PVR	ENSG00000073008	3.87e-09
10019	SH2B3	ENSG00000111252	3.98e-09
221037	JMJD1C	ENSG00000171988	5.59e-09
64241	ABCG8	ENSG00000143921	6.62e-09
10863	ADAM28	ENSG00000042980	8.85e-07
9545	RAB3D	ENSG00000105514	8.97e-07
