Entrez	Gene Symbol	P-value	Beta
348	APOE	9e-146	0.223501
338	APOB	4e-73	0.105253
8854	ALDH1A2	9.999999999999999e-55	0.0752546
8882	ZPR1	1e-46	0.0999359
51085	MLXIPL	8.000000000000001e-34	0.084862
2646	GCKR	5.0000000000000004e-29	0.0539758
1952	CELSR2	3e-24	0.0577086
3931	LCAT	1e-21	0.124393
53345	TM6SF2	2e-20	0.0832656
19	ABCA1	2e-15	0.112799
84166	NLRC5	6e-15	0.108472
85440	DOCK7	7e-15	0.0395753
4018	LPA	2e-12	0.0407934
158219	TTC39B	5e-12	0.0471519
221037	JMJD1C	3e-11	0.0316723
3083	HGFAC	3e-10	0.0308816
