Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	0.0	0.2362
2646	GCKR	2e-127	0.0995
348	APOE	4e-96	0.1139
85440	DOCK7	1e-68	0.0729
53345	TM6SF2	2e-68	0.1363
51129	ANGPTL4	2e-67	0.2703
146894	CD300LG	9.999999999999999e-33	0.1398
1952	CELSR2	9.999999999999999e-27	0.0508
255738	PCSK9	3e-26	0.1542
2590	GALNT2	2e-22	0.0407
1643	DDB2	3e-17	0.0349
4299	AFF1	4e-17	0.0331
22837	COBLL1	6e-16	0.0337
126695	KDF1	3e-15	0.1021
64241	ABCG8	7e-15	0.0624
9785	DHX38	2e-14	0.0374
84870	RSPO3	8e-13	0.0649
29881	NPC1L1	1e-12	0.0381
2621	GAS6	5e-12	0.0298
388323	GLTPD2	3e-11	0.1252
19	ABCA1	4e-11	0.0309
196	AHR	5e-11	0.0281
2222	FDFT1	2e-10	0.0265
201625	DNAH12	1e-09	0.0262
84922	FIZ1	2e-09	0.0329
