Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	2.39e-205
587	BCAT2	ENSG00000105552	1.47e-25
3990	LIPC	ENSG00000166035	1.82e-24
23624	CBLC	ENSG00000142273	6.58e-20
338	APOB	ENSG00000084674	2.73e-18
255738	PCSK9	ENSG00000169174	6.07e-18
8882	ZPR1	ENSG00000109917	1.78e-14
23173	METAP1	ENSG00000164024	1.5e-13
4023	LPL	ENSG00000175445	1.55e-13
84811	BUD13	ENSG00000137656	2.89e-13
116519	APOA5	ENSG00000110243	3.04e-13
3931	LCAT	ENSG00000213398	8.59e-13
5049	PAFAH1B2	ENSG00000168092	3.23e-12
9388	LIPG	ENSG00000101670	3.49e-12
5866	RAB3IL1	ENSG00000167994	6.93e-12
3949	LDLR	ENSG00000130164	1.03e-10
337	APOA4	ENSG00000110244	7.11e-10
5817	PVR	ENSG00000073008	3.01e-09
19	ABCA1	ENSG00000165029	2.57e-08
27329	ANGPTL3	ENSG00000132855	2e-07
1071	CETP	ENSG00000087237	2.18e-07
