Entrez	Gene Symbol	P-value	Beta
1071	CETP	0.0	0.2495
8854	ALDH1A2	0.0	0.1252
348	APOE	6e-155	0.1291
4023	LPL	6e-145	0.2412
5819	NECTIN2	8e-120	0.0868
338	APOB	3e-117	0.0705
3172	HNF4A	5e-108	0.1594
9709	HERPUD1	1e-95	0.0744
19	ABCA1	1e-89	0.0698
9388	LIPG	9.000000000000001e-82	0.4882
10452	TOMM40	2e-79	0.0793
6559	SLC12A3	3e-78	0.0577
337	APOA4	2e-74	0.2199
2590	GALNT2	2e-71	0.0566
5681	PSKH1	3e-64	0.0653
51129	ANGPTL4	6e-61	0.1509
9159	PCSK7	2e-57	0.1115
9688	NUP93	1e-52	0.0447
4645	MYO5B	1e-51	0.1694
949	SCARB1	8e-47	0.04
57572	DOCK6	1e-44	0.0573
4607	MYBPC3	2e-44	0.0367
158219	TTC39B	4.999999999999999e-44	0.0447
55024	BANK1	2e-41	0.0709
64116	SLC39A8	2e-38	0.0639
23499	MACF1	3e-38	0.0399
3931	LCAT	9e-38	0.0899
7405	UVRAG	1e-36	0.0542
3990	LIPC	7e-36	0.4184
84166	NLRC5	3e-30	0.111
89970	RSPRY1	3e-30	0.1008
23387	SIK3	2.0000000000000002e-29	0.0448
2646	GCKR	3e-29	0.0289
341	APOC1	6e-29	0.0984
1643	DDB2	3.9999999999999994e-28	0.0377
150223	YDJC	6e-28	0.0356
5190	PEX6	6e-28	0.028
54808	DYM	1e-27	0.0423
80790	CMIP	3e-27	0.0293
4130	MAP1A	3e-26	0.0855
10288	LILRB2	3e-25	0.0325
4059	BCAM	7.9999999999999985e-25	0.0278
22864	R3HDM2	4.0000000000000004e-23	0.0454
5913	RAPSN	7.000000000000001e-23	0.0399
28	ABO	2e-22	0.0317
1209	CLPTM1	8e-21	0.0657
583	BBS2	1e-20	0.0581
54496	PRMT7	1e-20	0.0406
55206	SBNO1	4e-20	0.0645
10726	NUDC	1e-19	0.0411
144347	RFLNA	2e-19	0.0352
