Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	1e-200	0.141084
5360	PLTP	1e-200	0.183082
348	APOE	1e-200	0.245019
8882	ZPR1	8.999999999999999e-70	0.112671
4023	LPL	1e-61	0.118587
51129	ANGPTL4	7e-32	0.181716
1952	CELSR2	1e-21	0.0496235
255738	PCSK9	2e-19	0.149168
57727	NCOA5	2e-19	0.039207
949	SCARB1	7e-19	0.0417482
9688	NUP93	1e-17	0.0373669
22837	COBLL1	3e-17	0.0374832
146894	CD300LG	1e-16	0.102198
158219	TTC39B	4e-14	0.047629
57678	GPAM	1e-13	0.0359617
8567	MADD	1e-13	0.0392693
5468	PPARG	4e-13	0.154006
80790	CMIP	7e-12	0.0322541
84166	NLRC5	3e-11	0.0313383
51604	PIGT	1e-10	0.0279854
84870	RSPO3	3e-10	0.0634698
83729	INHBE	4e-10	0.0298995
3083	HGFAC	5e-10	0.0279064
19	ABCA1	7e-10	0.0303056
