Entrez	Gene Symbol	Ensembl ID	P-value
5871	MAP4K2	ENSG00000168067	2e-104
5213	PFKM	ENSG00000152556	2.9999999999999996e-60
9780	PIEZO1	ENSG00000103335	8e-33
2035	EPB41	ENSG00000159023	5e-30
6708	SPTA1	ENSG00000163554	2.0000000000000002e-29
3739	KCNA4	ENSG00000182255	4e-27
327	APEH	ENSG00000164062	7e-17
57818	G6PC2	ENSG00000278373	2e-16
19	ABCA1	ENSG00000165029	3e-16
2038	EPB42	ENSG00000166947	4e-13
147138	TMC8	ENSG00000167895	1e-12
5211	PFKL	ENSG00000141959	2e-12
3931	LCAT	ENSG00000213398	2e-11
164656	TMPRSS6	ENSG00000187045	8e-11
6927	HNF1A	ENSG00000135100	1e-10
6006	RHCE	ENSG00000188672	3e-10
7036	TFR2	ENSG00000106327	4e-10
2621	GAS6	ENSG00000183087	1e-09
338	APOB	ENSG00000084674	3e-09
2993	GYPA	ENSG00000170180	1e-08
286	ANK1	ENSG00000029534	2e-08
79802	HHIPL2	ENSG00000143512	5e-08
91937	TIMD4	ENSG00000145850	2e-07
6710	SPTB	ENSG00000070182	3e-07
84699	CREB3L3	ENSG00000060566	6e-07
1803	DPP4	ENSG00000197635	7e-07
272	AMPD3	ENSG00000133805	7e-07
8925	HERC1	ENSG00000103657	1e-06
5589	PRKCSH	ENSG00000130175	2e-06
8639	AOC3	ENSG00000131471	2e-06
64599	GIGYF1	ENSG00000146830	3e-06
3172	HNF4A	ENSG00000101076	3e-06
6561	SLC13A1	ENSG00000081800	5e-06
10519	CIB1	ENSG00000185043	1e-05
5794	PTPRH	ENSG00000080031	1e-05
6007	RHD	ENSG00000187010	1e-05
23218	NBEAL2	ENSG00000160796	2e-05
4763	NF1	ENSG00000196712	2e-05
51527	GSKIP	ENSG00000100744	2e-05
90	ACVR1	ENSG00000115170	2e-05
23230	VPS13A	ENSG00000197969	2e-05
3043	HBB	ENSG00000244734	3e-05
91039	DPP9	ENSG00000142002	3e-05
2642	GCGR	ENSG00000288269	4e-05
5198	PFAS	ENSG00000178921	4e-05
4299	AFF1	ENSG00000172493	8e-05
558	AXL	ENSG00000167601	8e-05
