Entrez	Gene Symbol	Ensembl ID	P-value
4851	NOTCH1	ENSG00000148400	2.35e-48
4615	MYD88	ENSG00000172936	1.6e-36
7297	TYK2	ENSG00000105397	2.9e-20
2782	GNB1	ENSG00000078369	7.17e-18
5922	RASA2	ENSG00000155903	3.1e-17
4763	NF1	ENSG00000196712	9.4e-17
23253	ANKRD12	ENSG00000101745	3.81e-16
7514	XPO1	ENSG00000082898	7.27e-16
3717	JAK2	ENSG00000096968	7.42e-16
22821	RASA3	ENSG00000280477	8.21e-16
23765	IL17RA	ENSG00000177663	1.09e-14
4794	NFKBIE	ENSG00000146232	1.2e-13
1106	CHD2	ENSG00000173575	1.21e-13
23451	SF3B1	ENSG00000115524	2.88e-13
6372	CXCL6	ENSG00000124875	3.51e-13
4353	MPO	ENSG00000005381	4.74e-13
2920	CXCL2	ENSG00000081041	6.76e-13
