Entrez	Gene Symbol	P-value	Beta
10452	TOMM40	4e-141	
338	APOB	9e-62	3.65001
28	ABO	2e-43	2.77722
3609	ILF3	4e-41	
3156	HMGCR	5e-41	2.08282
83449	PMFBP1	1e-21	4.60168
4018	LPA	1e-21	3.31774
58986	PGAP6	5e-18	5.46177
6554	SLC10A1	1e-16	2.20171
64240	ABCG5	5e-16	11.1806
23301	EHBP1	5e-15	1.30936
1581	CYP7A1	2e-13	1.36615
11034	DSTN	1e-12	2.04592
10087	CERT1	2e-12	
2646	GCKR	3e-12	1.08201
130399	ACVR1C	1e-11	1.12928
399665	EEIG1	3e-10	1.18182
57678	GPAM	5e-10	1.06706
90634	N4BP2L1	7e-10	1.01711
64757	MTARC1	8e-10	1.21238
7049	TGFBR3	1e-09	5.91496
3075	CFH	3e-09	0.924639
255738	PCSK9	7e-09	
170392	OIT3	1e-08	1.0327
816	CAMK2B	1e-08	6.7576
55219	MACO1	3e-08	0.973053
23460	ABCA6	3e-08	0.88027
6484	ST3GAL4	4e-08	0.89068
85440	DOCK7	5e-08	1.11309
7813	EVI5	9e-06	
29881	NPC1L1	1e-05	
