Entrez	Gene Symbol	Ensembl ID	P-value
1388	ATF6B	ENSG00000234539	4.36e-22
80864	EGFL8	ENSG00000244444	3.28e-11
4277	MICB	ENSG00000238289	1.38e-10
3135	HLA-G	ENSG00000276051	2.22e-10
7916	PRRC2A	ENSG00000231825	4.5e-10
629	CFB	ENSG00000243649	6.11e-10
259215	LY6G6F	ENSG00000243804	1.69e-09
3304	HSPA1B	ENSG00000232804	3.25e-09
7919	DDX39B	ENSG00000237889	2.88e-08
63940	GPSM3	ENSG00000237052	6.28e-08
3123	HLA-DRB1	ENSG00000236884	2.75e-07
1041	CDSN	ENSG00000237165	8.27e-07
780	DDR1	ENSG00000234078	9.1e-07
7407	VARS1	ENSG00000231945	1.39e-06
3133	HLA-E	ENSG00000236632	1.71e-06
