Entrez	Gene Symbol	P-value	Beta
164656	TMPRSS6	9.999999999999999e-55	0.0481428
5581	PRKCE	1e-44	0.0580388
10767	HBS1L	2e-31	0.0375197
54583	EGLN1	1.9999999999999998e-26	0.0811947
3062	HCRTR2	2e-16	0.0535613
5629	PROX1	2e-13	0.0248436
7036	TFR2	3e-13	0.0852109
4299	AFF1	3e-13	0.0224701
170679	PSORS1C1	4e-13	0.026479
775	CACNA1C	7e-12	0.0221855
10301	DLEU1	2e-11	0.0230369
84444	DOT1L	2e-11	0.02099
7227	TRPS1	7e-11	0.0237807
56893	UBQLN4	5e-10	0.0224689
81671	VMP1	8e-10	0.0191001
23139	MAST2	1e-09	0.0200374
51272	BET1L	1e-09	0.0282907
4036	LRP2	5e-09	0.0180371
54986	ULK4	7e-09	0.027501
80114	BICC1	7e-09	0.0182951
23495	TNFRSF13B	7e-09	0.020176
10347	ABCA7	2e-08	0.017826
84133	ZNRF3	4e-08	0.0223501
