Entrez	Gene Symbol	P-value	Beta
28	ABO	1e-300	38.2
249	ALPL	1e-272	35.3
2822	GPLD1	2e-248	33.7
221035	REEP3	6e-192	29.6
283358	B4GALNT3	2e-119	23.2
6927	HNF1A	1e-116	23.0
2646	GCKR	1e-79	18.9
79143	MBOAT7	2e-73	18.1
26090	ABHD12	1e-71	17.9
53345	TM6SF2	2.9999999999999995e-70	17.7
341	APOC1	3e-67	17.3
85363	TRIM5	1e-62	16.7
160897	GPR180	2e-52	15.2
8792	TNFRSF11A	2e-47	14.5
8854	ALDH1A2	5.0000000000000004e-45	14.1
127	ADH4	5e-40	13.2
11181	TREH	7e-39	13.0
4249	MGAT5	2e-38	12.9
57678	GPAM	6e-35	12.3
64757	MTARC1	9e-34	12.1
57589	RIC1	3e-32	11.8
3570	IL6R	2e-31	11.7
93210	PGAP3	7.0000000000000015e-31	11.6
6311	ATXN2	1.0000000000000001e-29	11.3
57523	NYNRIN	2.0000000000000002e-29	11.2
79658	ARHGAP10	9.999999999999999e-29	11.1
57404	CYP20A1	5e-24	10.1
81603	TRIM8	7.000000000000001e-24	10.1
5334	PLCL1	9e-24	10.0
6764	DENND2B	3e-23	9.93
10466	COG5	4e-20	9.18
6711	SPTBN1	6e-19	8.89
27087	B3GAT1	8e-19	8.86
121340	SP7	2e-18	8.78
987	LRBA	3e-18	8.7
6568	SLC17A1	4e-18	8.69
10499	NCOA2	5e-18	8.65
3953	LEPR	1e-17	8.56
124739	USP43	3e-17	8.43
9231	DLG5	2e-16	8.22
9033	PKD2L1	4e-16	8.15
4240	MFGE8	7e-16	8.07
11079	RER1	8e-16	8.05
7979	SEM1	9e-16	8.05
114548	NLRP3	1e-15	8.02
353500	BMP8A	1e-15	7.99
4796	TONSL	1e-15	8.01
4775	NFATC3	2e-15	7.92
152485	ZNF827	5e-15	7.82
80833	APOL3	9e-15	7.75
6507	SLC1A3	9e-15	7.75
253558	LCLAT1	1e-14	7.72
26137	ZBTB20	3e-14	7.58
57102	FERRY3	5e-14	7.52
55132	LARP1B	1e-13	7.4
800	CALD1	3e-13	7.28
6487	ST3GAL3	3e-13	7.3
10509	SEMA4B	4e-13	7.26
1109	AKR1C4	5e-13	7.23
5467	PPARD	1e-12	7.13
4772	NFATC1	2e-12	7.04
1810	DR1	2e-12	7.02
130399	ACVR1C	3e-12	6.97
84062	DTNBP1	3e-12	6.97
4092	SMAD7	3e-12	7.0
55062	WIPI1	4e-12	6.92
64710	NUCKS1	5e-12	6.91
4137	MAPT	5e-12	6.9
124359	CDYL2	8e-12	6.84
7205	TRIP6	1e-11	6.76
2046	EPHA8	2e-11	6.7
8939	FUBP3	2e-11	6.74
55553	SOX6	2e-11	6.72
91828	EXOC3L4	2e-11	6.7
10241	CALCOCO2	3e-11	6.64
338	APOB	3e-11	6.64
3672	ITGA1	6e-11	6.56
64400	AKTIP	8e-11	6.49
7104	TM4SF4	1e-10	6.42
4126	MANBA	1e-10	6.44
57710	KIAA1614	1e-10	6.45
2621	GAS6	2e-10	6.33
57337	SENP7	2e-10	6.41
9736	USP34	2e-10	6.36
9197	SLC33A1	2e-10	6.34
51582	AZIN1	2e-10	6.35
56776	FMN2	2e-10	6.38
3069	HDLBP	3e-10	6.29
55054	ATG16L1	3e-10	6.31
55741	EDEM2	3e-10	6.28
3987	LIMS1	5e-10	6.21
57594	HOMEZ	5e-10	6.21
92949	ADAMTSL1	6e-10	6.19
9546	APBA3	6e-10	6.18
93550	ZFAND4	7e-10	6.17
23019	CNOT1	9e-10	6.12
5169	ENPP3	1e-09	6.11
1632	ECI1	2e-09	6.03
149986	LSM14B	2e-09	5.99
54664	TMEM106B	4e-09	5.87
5311	PKD2	4e-09	5.88
57700	FHIP2A	4e-09	5.9
10454	TAB1	4e-09	5.89
6238	RRBP1	5e-09	5.84
6239	RREB1	6e-09	5.81
84978	FRMD5	6e-09	5.82
9938	ARHGAP25	7e-09	5.8
4054	LTBP3	8e-09	5.78
2550	GABBR1	1e-08	5.72
80129	CCDC170	1e-08	5.68
161882	ZFPM1	1e-08	5.74
10318	TNIP1	1e-08	5.73
79890	RIN3	1e-08	5.7
90693	CCDC126	1e-08	5.68
51061	TXNDC11	1e-08	5.73
5468	PPARG	1e-08	5.72
55326	AGPAT5	2e-08	5.59
53834	FGFRL1	2e-08	5.64
2938	GSTA1	2e-08	5.63
1879	EBF1	2e-08	5.63
8546	AP3B1	3e-08	5.55
