Entrez	Gene Symbol	P-value	Beta
5819	NECTIN2	1e-200	0.462943
255738	PCSK9	4e-70	0.318746
746	TMEM258	9.999999999999999e-33	0.0586304
28	ABO	1e-31	0.0713435
53345	TM6SF2	3e-26	0.0949294
10452	TOMM40	3e-24	0.122708
64241	ABCG8	9e-21	0.0471591
23460	ABCA6	9e-18	0.136137
6484	ST3GAL4	2e-14	0.0587883
3250	HPR	2e-12	0.0424563
432	ASGR1	2e-11	0.0400705
6580	SLC22A1	3e-11	0.039351
2646	GCKR	4e-11	0.031967
3672	ITGA1	5e-11	0.0775519
6597	SMARCA4	7e-11	0.147635
8854	ALDH1A2	9e-11	0.0319272
3119	HLA-DQB1	3e-10	0.0428253
