Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	1e-200	0.147945
4023	LPL	2e-79	0.132234
746	TMEM258	3e-66	0.0761801
9388	LIPG	3e-48	0.269967
51129	ANGPTL4	2e-35	0.188388
338	APOB	2.0000000000000003e-34	0.0639312
146894	CD300LG	3e-30	0.137883
84166	NLRC5	1.0000000000000001e-29	0.141106
23387	SIK3	8e-27	0.0579819
949	SCARB1	6e-24	0.0464339
19	ABCA1	3e-23	0.0478541
57678	GPAM	9e-22	0.045306
2590	GALNT2	2e-21	0.0413373
158219	TTC39B	1e-20	0.057453
5913	RAPSN	4e-18	0.0391898
64116	SLC39A8	5e-18	0.0695127
64757	MTARC1	3e-16	0.0378497
7227	TRPS1	3e-15	0.0343181
57572	DOCK6	3e-14	0.060447
3931	LCAT	1e-12	0.083275
84310	C7orf50	1e-12	0.030688
283446	MYO1H	8e-12	0.0289159
220972	MARCHF8	3e-11	0.0329188
7332	UBE2L3	8e-11	0.0350583
80790	CMIP	3e-10	0.0291215
