Entrez	Gene Symbol	P-value	Beta
4054	LTBP3	4e-20	0.75
4140	MARK3	3e-18	1.25
5649	RELN	3e-14	1.21
117283	IP6K3	1e-13	0.83
8464	SUPT3H	5e-11	1.21
64682	ANAPC1	3e-10	1.17
84441	MAML2	9e-10	1.3
10301	DLEU1	2e-09	1.16
10507	SEMA4D	4e-09	0.83
57580	PREX1	1e-08	1.16
1786	DNMT1	2e-08	1.16
7040	TGFB1	3e-08	0.83
4088	SMAD3	3e-08	0.85
135228	CD109	4e-08	1.14
2139	EYA2	5e-08	1.14
80206	FHOD3	1e-07	1.23
1435	CSF1	4e-07	1.2
79834	PEAK1	5e-07	0.88
5396	PRRX1	6e-07	0.89
9057	SLC7A6	7e-07	7.89
4345	CD200	7e-07	2.84
401145	CCSER1	8e-07	8.12
1807	DPYS	8e-07	2.05
26037	SIPA1L1	8e-07	1.24
4123	MAN2C1	1e-06	3.34
