Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	2e-79	0.0909031
63935	PCIF1	3e-77	0.112404
348	APOE	1e-59	0.105862
28	ABO	4e-38	0.0786277
4018	LPA	2e-33	0.105204
84166	NLRC5	3e-23	0.137261
255738	PCSK9	2e-22	0.175084
350	APOH	2e-20	0.127152
23460	ABCA6	4e-17	0.133186
6484	ST3GAL4	8e-17	0.0760244
4023	LPL	1e-12	0.0369062
3119	HLA-DQB1	5e-12	0.0456011
2590	GALNT2	9e-11	0.0314109
9919	SEC16A	1e-10	0.0330296
9415	FADS2	1e-10	0.0316508
6560	SLC12A4	2e-10	0.046117
949	SCARB1	3e-10	0.0310982
9388	LIPG	3e-10	0.129625
