Entrez	Gene Symbol	P-value	Beta
84717	HDGFL2	5e-303	
10817	FRS3	1e-300	
7036	TFR2	1e-300	
164656	TMPRSS6	1e-300	
7263	TST	1e-300	
55604	CARMIL1	1e-300	
8131	NPRL3	1e-300	
896	CCND3	3e-288	
10171	RCL1	6e-269	
545	ATR	3e-209	
7942	TFEB	3e-185	
55731	FAM222B	6e-173	
10320	IKZF1	8e-169	
2766	GMPR	2e-160	
25793	FBXO7	1e-141	
220972	MARCHF8	9e-138	
3098	HK1	4.999999999999999e-128	
84747	UNC119B	3e-117	
92521	SPECC1	6e-109	
7015	TERT	1e-98	
51341	ZBTB7A	2e-87	
23039	XPO7	3e-87	
83855	KLF16	5e-78	
84954	MPND	5e-78	
51312	SLC25A37	1e-74	
596	BCL2	2.9999999999999995e-70	
8031	NCOA4	1e-65	
9141	PDCD5	1e-65	
91748	MIDEAS	6e-63	
55212	BBS7	1e-62	
6911	TBX6	2e-59	
6199	RPS6KB2	3e-59	
5922	RASA2	5e-59	
26100	WIPI2	3e-58	
1870	E2F2	9.999999999999999e-55	
25893	TRIM58	2.9999999999999995e-54	
10260	DENND4A	2e-53	
94239	H2AZ2	3e-53	
27158	NDOR1	4e-53	
11322	TMC6	6e-50	
57545	CC2D2A	7e-49	
8140	SLC7A5	3e-48	
23228	PLCL2	2e-47	
4299	AFF1	2e-46	
8328	GFI1B	3e-45	
6521	SLC4A1	1e-44	
754	PTTG1IP	4.999999999999999e-44	
6240	RRM1	1e-43	
254102	EHBP1L1	4e-43	
54805	CNNM2	2e-41	
7764	ZNF217	2e-40	
4627	MYH9	2e-40	
8850	KAT2B	4e-40	
5292	PIM1	9e-40	
7375	USP4	3e-39	
5981	RFC1	5.0000000000000005e-39	
28	ABO	7e-39	
999	CDH1	1e-38	
240	ALOX5	7e-38	
55970	GNG12	2e-37	
114818	KLHL29	4e-37	
150280	HORMAD2	1e-36	
23460	ABCA6	2e-36	
117247	SLC16A10	4e-36	
8019	BRD3	5e-36	
112755	STX1B	1e-35	
7704	ZBTB16	1e-35	
29125	C11orf21	2e-35	
863	CBFA2T3	3e-35	
51218	GLRX5	5e-35	
10890	RAB10	5e-35	
23317	DNAJC13	2.0000000000000003e-34	
63976	PRDM16	2.0000000000000003e-34	
440275	EIF2AK4	4.0000000000000006e-34	
54498	SMOX	2e-33	
145282	MIPOL1	2e-33	
10767	HBS1L	4e-33	
4218	RAB8A	3.9999999999999997e-32	
8660	IRS2	6e-32	
5290	PIK3CA	1e-31	
2308	FOXO1	2e-31	
54806	AHI1	8e-31	
284058	KANSL1	3e-30	
57035	RSRP1	6e-30	
9792	SERTAD2	3e-29	
374618	TEX9	4.0000000000000003e-29	
92140	MTDH	4.0000000000000003e-29	
7157	TP53	5.0000000000000004e-29	
161882	ZFPM1	9.999999999999999e-29	
5295	PIK3R1	5e-28	
64093	SMOC1	5e-28	
57666	FBRSL1	5e-28	
10978	CLP1	5e-28	
51274	KLF3	1e-27	
55282	LRRC36	6e-27	
27152	INTU	7e-27	
1874	E2F4	8e-27	
27161	AGO2	9.999999999999999e-27	
8451	CUL4A	3e-26	
26018	LRIG1	3e-25	
285643	KIF4B	5e-25	
1373	CPS1	6e-25	
6708	SPTA1	6e-25	
51592	TRIM33	3e-24	
79991	STN1	5e-24	
4524	MTHFR	8.000000000000001e-24	
55064	SPATA6L	2.0000000000000002e-23	
5184	PEPD	4.0000000000000004e-23	
9361	LONP1	1e-22	
63922	CHTF18	1e-22	
10599	SLCO1B1	2e-22	
6927	HNF1A	2e-22	
25853	DCAF12	3e-22	
3557	IL1RN	3e-22	
2972	BRF1	3e-22	
57623	ZFAT	4e-22	
80342	TRAF3IP3	9e-22	
51564	HDAC7	9e-22	
2037	EPB41L2	2e-21	
64795	RMND5A	2e-21	
27086	FOXP1	2e-21	
60468	BACH2	2e-21	
200734	SPRED2	4e-21	
4091	SMAD6	6e-21	
4602	MYB	1e-20	
8932	MBD2	1e-20	
84969	TOX2	1e-20	
55009	FAM174C	2e-20	
1318	SLC31A2	2e-20	
53944	CSNK1G1	2e-20	
11177	BAZ1A	2e-20	
90355	MACIR	3e-20	
23250	ATP11A	4e-20	
3607	FOXK2	4e-20	
483	ATP1B3	5e-20	
23026	MYO16	7e-20	
58986	PGAP6	8e-20	
7398	USP1	8e-20	
