Entrez	Gene Symbol	Ensembl ID	P-value
80864	EGFL8	ENSG00000244444	2.53e-19
8344	H2BC6	ENSG00000274290	1.15e-12
80737	VWA7	ENSG00000238203	8.44e-08
374875	HSD11B1L	ENSG00000167733	8.57e-06
441272	SPDYE3	ENSG00000214300	1.12e-05
51562	MBIP	ENSG00000151332	1.92e-05
51143	DYNC1LI1	ENSG00000144635	2.03e-05
27095	TRAPPC3	ENSG00000054116	2.5e-05
23173	METAP1	ENSG00000164024	2.68e-05
29781	NCAPH2	ENSG00000025770	3.04e-05
148156	ZNF558	ENSG00000167785	3.11e-05
3766	KCNJ10	ENSG00000177807	3.22e-05
127687	C1orf122	ENSG00000197982	3.38e-05
23224	SYNE2	ENSG00000054654	3.47e-05
8228	PNPLA4	ENSG00000006757	3.59e-05
4234	METTL1	ENSG00000037897	3.66e-05
80209	PROSER1	ENSG00000120685	3.71e-05
9948	WDR1	ENSG00000071127	3.81e-05
10509	SEMA4B	ENSG00000185033	4.11e-05
11057	ABHD2	ENSG00000140526	4.32e-05
90161	HS6ST2	ENSG00000171004	4.61e-05
6648	SOD2	ENSG00000291237	5.16e-05
64763	ZNF574	ENSG00000105732	5.28e-05
83447	SLC25A31	ENSG00000151475	5.66e-05
23654	PLXNB2	ENSG00000196576	6.52e-05
57026	PDXP	ENSG00000241360	6.63e-05
54625	PARP14	ENSG00000173193	7.24e-05
23538	OR52A1	ENSG00000182070	7.73e-05
8732	RNGTT	ENSG00000111880	8.47e-05
2295	FOXF2	ENSG00000137273	9.08e-05
85465	SELENOI	ENSG00000138018	9.13e-05
