Entrez	Gene Symbol	Ensembl ID	P-value
5265	SERPINA1	ENSG00000277377	5.1e-16
85302	FBF1	ENSG00000188878	8.9e-13
23682	RAB38	ENSG00000123892	1.4e-11
1591	CYP24A1	ENSG00000019186	3.3e-10
154214	RNF217	ENSG00000146373	4.2e-10
29886	SNX8	ENSG00000106266	7.3e-10
29974	A1CF	ENSG00000148584	2.1e-08
249	ALPL	ENSG00000162551	2.5e-07
151636	DTX3L	ENSG00000163840	4.9e-07
345	APOC3	ENSG00000110245	1.3e-06
7424	VEGFC	ENSG00000150630	1.6e-06
11183	MAP4K5	ENSG00000012983	1.7e-06
284111	SLC13A5	ENSG00000141485	1.7e-06
23460	ABCA6	ENSG00000154262	2.5e-06
6565	SLC15A2	ENSG00000163406	2.6e-06
